Nº de referencia,Actualizado por,Asunto,Buzón de correo,Cola,Creado por cuenta,Modo de Contacto,UsuarioIntra,Tipo de Incidente,Tipo de estado,Tipo Cobro,Siniestro,Poliza,NroCuenta,ID de producto,ID de incidente,ID de disposición,ID de contacto,ID de categoría,Grupo,FechaEfecto,Fecha de última respuesta,Fecha de última actualización,Fecha de creación,Fecha de cierre,Estado,Cuenta asignada,ID de organización
190924-000044,,,,Daños Materiales Autos,Sofia Piccolomino,Llamada entrante,,,Solucionado,,245071,746924,,AUT1 - AUTOMOTORES,2889337,,189223,Siniestro Jet,Daños Materiales Autos,,,'2023-06-05 11:00:25','2019-09-24 08:49:06','2019-09-24 16:55:30',Resuelto,,
190919-000785,,,,Emisión Masivos,Gabriel Felici,Canal productor,,,Solucionado,,,744953,,AUS1 - AUTOMOTORES,2884352,,5330992,10 cuotas con un descuento del 15 %,,,,'2021-04-28 13:20:00','2019-09-19 14:04:11','2019-09-19 14:47:28',Resuelto,,
190919-001528,,Cláusulas,,Mailing,Usuario WS,Llamada entrante,,,Solucionado,,,745204,,AUS1 - AUTOMOTORES,2884864,,164211,Copia de póliza,,,'2019-09-19 17:16:27','2021-04-28 13:20:00','2019-09-19 17:16:27','2019-09-19 17:16:27',Resuelto,,
190919-001793,,Certificado de Mercosur,,Mailing,Usuario WS,Llamada entrante,,,Solucionado,,,207542,,AUS1 - AUTOMOTORES,2885120,,8067723,Certificado Mercosur/tarjeta de circulación,,,'2019-09-19 20:27:20','2021-04-28 13:20:00','2019-09-19 20:27:20','2019-09-19 20:27:20',Resuelto,,
190920-000242,,,,Emisión Masivos,Usuario WS,Oficina Virtual,lara.tazzi,,Solucionado,,3281,682612,,AUS1 - AUTOMOTORES,2885376,,549043,Modificaciones scoring,,2019-04-01,,'2021-04-28 13:20:00','2019-09-20 10:16:46','2019-09-20 10:16:46',Resuelto,,
190920-000509,,Tarjeta de Circulacion,,Mailing,Usuario WS,Llamada entrante,,,Solucionado,,,733987,,AUS1 - AUTOMOTORES,2885632,,7309226,Certificado Mercosur/tarjeta de circulación,,,'2019-09-20 11:31:54','2021-04-28 13:20:00','2019-09-20 11:31:54','2019-09-20 11:31:54',Resuelto,,
190920-001030,,Póliza de AutoScoring,,Mailing,Usuario WS,Llamada entrante,,,Solucionado,,,745693,,AUS1 - AUTOMOTORES,2886144,,6750184,Copia de póliza,,,'2019-09-20 14:13:39','2021-04-28 13:20:00','2019-09-20 14:13:39','2019-09-20 14:13:39',Resuelto,,
190920-001297,,Certificado de Mercosur,,Mailing,Usuario WS,Llamada entrante,,,Solucionado,,,693668,,AUS1 - AUTOMOTORES,2886400,,8118207,Certificado Mercosur/tarjeta de circulación,,,'2019-09-20 15:38:13','2021-04-28 13:20:00','2019-09-20 15:38:13','2019-09-20 15:38:13',Resuelto,,
190920-001565,,,,Riesgos Varios Casa Central,Usuario WS,Oficina Virtual,,,Solucionado,,244569,745914,,HOC1 - SEGURO DEL HOGAR,2886656,,8145559,Denuncia Riesgos Varios,,,,'2021-04-28 13:20:00','2019-09-20 17:22:57','2019-09-20 17:22:57',Resuelto,,
190921-000009,,,,Daños Materiales Autos,Usuario WS,FDU - Call Center,,,Solucionado,,57365,739855,,AUS1 - AUTOMOTORES,2886912,,7869497,Denuncia daños materiales,,,,'2021-04-28 13:20:00','2019-09-21 07:56:38','2019-09-21 07:56:38',Resuelto,,
