Nº de referencia,Actualizado por,Asunto,Buzón de correo,Cola,Creado por cuenta,Modo de Contacto,UsuarioIntra,Tipo de Incidente,Tipo de estado,Tipo Cobro,Siniestro,Poliza,NroCuenta,ID de producto,ID de incidente,ID de disposición,ID de contacto,ID de categoría,Grupo,FechaEfecto,Fecha de última respuesta,Fecha de última actualización,Fecha de creación,Fecha de cierre,Estado,Cuenta asignada,ID de organización
180327-001862,,,,Daños Materiales Autos,Santiago Peirano,Llamada entrante,,,Solucionado,,,320786,,AUT1 - AUTOMOTORES,2055942,,1288672,Daños materiales Casa Central,Daños Materiales Autos,,,'2023-06-05 11:00:25','2018-03-27 15:26:06','2018-04-06 13:25:29',Resuelto,,
180327-000488,,,,Emisión Masivos,Mauro Albornoz,Tarea Proactiva sin contacto,,,Solucionado,,,208036,,AUS1 - AUTOMOTORES,2054656,,3395084,8 cuotas con un descuento del 15 %,,,,'2021-04-28 13:20:00','2018-03-27 10:33:38','2018-04-04 14:54:29',Resuelto,,
180327-000759,,,,Riesgos Varios Casa Central,Mariana Sosa,Llamada entrante,,,Solucionado,,55912,245824,,HOM1 - SEGURO DEL HOGAR,2054912,,2920846,Riesgos Varios Casa Central,,,'2018-03-28 13:14:56','2021-04-28 13:20:00','2018-03-27 11:24:13','2018-03-28 13:14:56',Resuelto,,
180327-001017,,,,Emisión Masivos,Verónica Andrea Garcia,Canal productor,,,Solucionado,,,223083,,AUS1 - AUTOMOTORES,2055168,,5933493,Venta,Emision Masivos,2018-03-27,,'2021-04-28 13:20:00','2018-03-27 12:16:00','2018-04-05 17:31:22',Resuelto,Juan Pablo Rey,
180327-001308,,,,Emisión Masivos,Milagros Chiapella,Llamada entrante,,,Solucionado,,,277781,,AUS1 - AUTOMOTORES,2055424,,5991674,Modificación datos personales,,,,'2021-04-28 13:20:00','2018-03-27 13:11:52','2018-04-17 09:20:12',Resuelto,,
180327-001870,,,,Daños Materiales Autos,Usuario WS,Oficina Virtual,,,Solucionado,,68928,315890,,AUT1 - AUTOMOTORES,2055936,,3422782,Denuncia daños materiales,,,,'2021-04-28 13:20:00','2018-03-27 15:24:55','2018-03-27 15:24:55',Resuelto,,
180327-002410,,,,Daños Materiales Autos,Usuario WS,Oficina Virtual,,,Solucionado,,69067,321007,,AUS1 - AUTOMOTORES,2056448,,7946537,Denuncia daños materiales,,,,'2021-04-28 13:20:00','2018-03-27 17:36:12','2018-03-27 17:36:12',Resuelto,,
180328-000148,,,,Cac,Cecilia Turco Greco,Llamada entrante,,,Solucionado,,,321205,,AUS1 - AUTOMOTORES,2056960,,2170537,Endosos CAC,,,,'2021-04-28 13:20:00','2018-03-28 09:25:32','2018-03-28 09:25:32',Resuelto,,
180328-000679,,,,Drive in San Isidro,Milagros Chiapella,Llamada entrante,,,Solucionado,,,321436,,AUT1 - AUTOMOTORES,2057472,,3635482,Daños materiales Casa Central,,,,'2021-04-28 13:20:00','2018-03-28 11:26:00','2018-04-03 13:27:20',Resuelto,,
180328-001221,,,,Emisión Masivos,Sofia Piccolomino,Llamada entrante,,,Solucionado,,,321671,,AUS1 - AUTOMOTORES,2057984,,8048445,4 cuotas con un descuento del 15 %,,,,'2021-04-28 13:20:00','2018-03-28 13:25:01','2018-04-03 12:42:50',Resuelto,,
