Nº de referencia,Actualizado por,Asunto,Buzón de correo,Cola,Creado por cuenta,Modo de Contacto,UsuarioIntra,Tipo de Incidente,Tipo de estado,Tipo Cobro,Siniestro,Poliza,NroCuenta,ID de producto,ID de incidente,ID de disposición,ID de contacto,ID de categoría,Grupo,FechaEfecto,Fecha de última respuesta,Fecha de última actualización,Fecha de creación,Fecha de cierre,Estado,Cuenta asignada,ID de organización
220503-000574,,,,Terceros Extrajudicial,Lara Moniaci,Llamada entrante,,Reclamo,Solucionado,,391598,1139562,,AUS1 - AUTOMOTORES,3925795,,2906225,Casa Central - SP,,,,'2022-07-21 10:35:36','2022-05-03 12:47:20','2022-07-21 10:35:36',Resuelto,,
220504-000706,,Flyer de Hogar,,Mailing,Usuario WS,Llamada entrante,,Pedidos,Solucionado,,,1136172,,HOM1 - SEGURO DEL HOGAR,3927138,,7597013,Copia de póliza,,,'2022-05-04 13:57:08','2022-07-11 16:29:35','2022-05-04 13:57:08','2022-05-04 13:57:08',Resuelto,,
220512-000168,,,,Gerencia Comercial Corporate,Alejo Monaco,Llamada entrante,,Reclamo,Solucionado,,,,,Seguros Todos,3933705,,132160,Cliente a  contactar - Productor,,,,'2022-07-04 15:35:43','2022-05-12 10:36:00','2022-07-04 15:35:43',Resuelto,,
220512-000415,,,,Gerencia Productores,Jimena Mendez,Canal productor,,Pedidos,Solucionado,,,1167327,,CON1 - INTEGRAL CONSORCIO,3933932,,10795012,Rehabilitación de póliza sin Inspección - CG,,,,'2022-07-03 16:43:52','2022-05-12 12:19:05','2022-07-03 16:43:52',Resuelto,,
220504-000657,,,,Inspecciones Previas Retail,Maria Florencia Garcia,Tarea Proactiva sin contacto,,Pedidos,Solucionado,,,,,Seguros Todos,3927126,,8955178,IPOSTE Rechazo Total,,,,'2022-06-28 11:17:29','2022-05-04 13:52:06','2022-06-28 11:17:29',Resuelto,,
220510-001269,,,,Gerencia Comercial Corporate,rodrigo vilanoba,Llamada entrante,,Pedidos,Solucionado,,,,,Seguros Todos,3932458,,8318384,Cliente a  contactar - Productor,,,,'2022-06-27 17:20:41','2022-05-10 18:57:35','2022-06-27 17:20:41',Resuelto,,
220510-001228,,Recotización,Contactenos Patrimoniales Zurich,Customer Support,Noelia Barreto,Llamada entrante,,Pedidos,Solucionado,,,1164010,,AUS1 - AUTOMOTORES,3932419,,2225565,Recotización - Excepción,,,'2022-06-27 12:17:51','2022-06-27 12:17:51','2022-05-10 18:14:58','2022-06-27 12:17:51',Resuelto,,
220505-000206,,,,Emisión Masivos,Romina Suasnavar,E-Commerce,,Pedidos,Solucionado,,,1164811,,PRI1 - PROTECCION INTEGRAL GENERAL,3927846,,12176593,Corrección / Propuesta incompleta,,,,'2022-06-27 12:13:10','2022-05-05 10:36:36','2022-06-27 12:13:10',Resuelto,,
220511-000792,,,,Gerencia Bancos (no HSBC),Julia Do Vale,Llamada entrante,,Pedidos,Solucionado,,,1167071,,AUT1 - AUTOMOTORES,3933258,,1298696,Cliente a contactar - Facturación,,,,'2022-06-27 11:06:41','2022-05-11 15:44:33','2022-06-27 11:06:41',Resuelto,,
220505-000698,,Información importante póliza de hogar,Contactenos Patrimoniales Zurich,Emisión Masivos,Florencia Mengelle,Tarea Proactiva sin contacto,,Pedidos,Solucionado,,,1083325,,HOM1 - SEGURO DEL HOGAR,3928308,,663646,Alta siniestralidad,,,'2022-06-23 17:15:10','2022-06-24 13:08:21','2022-05-05 14:24:56','2022-06-24 13:08:21',Resuelto,,
