Nº de referencia,Actualizado por,Asunto,Buzón de correo,Cola,Creado por cuenta,Modo de Contacto,UsuarioIntra,Tipo de Incidente,Tipo de estado,Tipo Cobro,Siniestro,Poliza,NroCuenta,ID de producto,ID de incidente,ID de disposición,ID de contacto,ID de categoría,Grupo,FechaEfecto,Fecha de última respuesta,Fecha de última actualización,Fecha de creación,Fecha de cierre,Estado,Cuenta asignada,ID de organización
200803-000170,,,,Daños Materiales Autos,Lara Tazzi,Llamada entrante,,Reclamo,Solucionado,,305685,853241,,AUS1 - AUTOMOTORES,3312405,,2289905,Casa Central - SP,Daños Materiales Autos,,,'2023-06-05 11:00:25','2020-08-03 10:12:41','2020-08-03 10:28:02',Resuelto,,
200803-001014,,,,Emisión Masivos,Eliana Espala,Llamada entrante,,,Solucionado,,,837149,,AUS1 - AUTOMOTORES,3313153,,3440763,Programa de Beneficios,,,,'2021-06-16 11:07:11','2020-08-03 13:49:19','2020-08-04 14:37:01',Resuelto,,
200803-000768,,,,Emisión Masivos,Lara Moniaci,Llamada entrante,,,Solucionado,,,859870,,AUS1 - AUTOMOTORES,3312939,,6703582,Programa de Beneficios,,,,'2021-06-16 11:07:11','2020-08-03 12:48:32','2020-08-04 18:14:43',Resuelto,,
200803-001606,,,,Emisión Masivos,Lucia Micaela Reges,Llamada entrante,,,Solucionado,,,898072,,AUS1 - AUTOMOTORES,3313709,,1023072,Programa de Beneficios,,,,'2021-06-16 11:07:11','2020-08-03 16:39:57','2020-08-04 15:33:55',Resuelto,,
200803-001068,,,,Emisión Masivos,Franco Repetti,Llamada entrante,,,Solucionado,,,914641,,AUS1 - AUTOMOTORES,3313207,,7500023,Programa de Beneficios,,,,'2021-06-16 11:07:11','2020-08-03 14:02:34','2020-08-04 14:32:07',Resuelto,,
200802-000050,,,,Customer Support,Romina Lenhard,Llamada entrante,,,Solucionado,,,925061,,AUS1 - AUTOMOTORES,3312184,,1363715,Programa de Beneficios,,,,'2021-06-16 11:07:11','2020-08-02 18:01:30','2020-08-21 12:57:23',Resuelto,,
200803-001905,,[EXTERNAL]  Póliza de AutoScoring,Contactenos Patrimoniales Zurich,Emisión Masivos,,E-Mail - Cliente,,,Solucionado,,,938307,,AUS1 - AUTOMOTORES,3313991,,6710079,Programa de Beneficios,,,'2020-08-05 13:01:00','2021-06-16 11:07:11','2020-08-03 18:31:00','2020-08-06 12:07:21',Resuelto,,
200803-001910,,,,Emisión Masivos,Facundo Delorenzo,Llamada entrante,,,Solucionado,,,760015,,AUS1 - AUTOMOTORES,3313995,,3160329,Programa de Beneficios,,,,'2021-06-16 11:07:11','2020-08-03 18:36:04','2020-08-04 16:48:11',Resuelto,,
200803-000255,,,,Emisión Masivos,Milagros Chiapella,Llamada entrante,,,Solucionado,,,937144,,AUS1 - AUTOMOTORES,3312460,,4836127,Programa de Beneficios,,,,'2021-06-16 11:07:11','2020-08-03 10:28:46','2020-08-05 16:51:05',Resuelto,,
200803-001914,,,,Emisión Masivos,Juan Ignacio Oviedo,Llamada entrante,,,Solucionado,,,911517,,AUS1 - AUTOMOTORES,3314001,,3831875,Programa de Beneficios,,,,'2021-06-16 11:07:11','2020-08-03 18:41:03','2020-08-05 16:51:05',Resuelto,,
200803-000245,,,,Emisión Masivos,Lionel Glasberg,Llamada entrante,,,Solucionado,,,867898,,AUS1 - AUTOMOTORES,3312472,,7859772,Programa de Beneficios,,,,'2021-06-16 11:07:11','2020-08-03 10:33:23','2020-08-05 16:51:05',Resuelto,,
200803-000820,,,,Emisión Masivos,Milagros Chiapella,Llamada entrante,,,Solucionado,,,904115,,AUS1 - AUTOMOTORES,3312985,,6736332,Programa de Beneficios,,,,'2021-06-16 11:07:11','2020-08-03 13:00:03','2020-08-05 14:28:40',Resuelto,,
200803-001928,,,,Emisión Masivos,Lucia Micaela Reges,Llamada entrante,,,Solucionado,,,889889,,AUS1 - AUTOMOTORES,3314010,,6690304,Programa de Beneficios,,,,'2021-06-16 11:07:11','2020-08-03 18:48:44','2020-08-04 14:00:48',Resuelto,,
200803-001653,,Solicitud de bonificación,Contactenos Patrimoniales Zurich,Emisión Masivos,Candela Dileo,Llamada entrante,,,Solucionado,,,937482,,AUS1 - AUTOMOTORES,3313755,,3008144,Programa de Beneficios,,,'2020-08-05 16:20:09','2021-06-16 11:07:11','2020-08-03 16:55:57','2020-08-06 11:22:45',Resuelto,,
200803-001951,,,,Emisión Masivos,Brisa Magalí Diaz,Llamada entrante,,,Solucionado,,,911487,,AUS1 - AUTOMOTORES,3314028,,3460111,Programa de Beneficios,,,,'2021-06-16 11:07:11','2020-08-03 18:58:07','2020-08-04 13:58:49',Resuelto,,
200803-001388,,,,Emisión Masivos,Brisa Magalí Diaz,Llamada entrante,,,Solucionado,,,937432,,AUS1 - AUTOMOTORES,3313518,,4532340,Programa de Beneficios,,,,'2021-06-16 11:07:11','2020-08-03 15:38:48','2020-08-04 14:50:38',Resuelto,,
200803-000300,,,,Emisión Masivos,Lara Tazzi,Llamada entrante,,,Solucionado,,,923142,,AUS1 - AUTOMOTORES,3312499,,4511109,Programa de Beneficios,,,,'2021-06-16 11:07:11','2020-08-03 10:43:07','2020-08-05 14:13:59',Resuelto,,
200803-000575,,,,Emisión Masivos,Talia Barnes,Llamada entrante,,,Solucionado,,,879400,,AUS1 - AUTOMOTORES,3312756,,6138473,Programa de Beneficios,,,,'2021-06-16 11:07:11','2020-08-03 11:59:22','2020-08-05 18:44:34',Resuelto,,
200803-001687,,,,Emisión Masivos,Brisa Magalí Diaz,Llamada entrante,,,Solucionado,,,937527,,AUS1 - AUTOMOTORES,3313786,,4248702,Programa de Beneficios,,,,'2021-06-16 11:07:11','2020-08-03 17:09:30','2020-08-04 15:48:25',Resuelto,,
200803-000052,,,,Emisión Masivos,Milagros Chiapella,Llamada entrante,,,Solucionado,,,785624,,AUS1 - AUTOMOTORES,3312271,,7032067,Programa de Beneficios,,,,'2021-06-16 11:07:11','2020-08-03 09:25:02','2020-08-04 08:26:23',Resuelto,,
200803-000316,,,,Emisión Masivos,Candela Ferros,Llamada entrante,,,Solucionado,,,839861,,AUS1 - AUTOMOTORES,3312531,,3220339,Programa de Beneficios,,,,'2021-06-16 11:07:11','2020-08-03 10:52:40','2020-08-05 18:48:45',Resuelto,,
200803-001988,,,,Emisión Masivos,Natalia Parodi,Llamada Saliente,,,Solucionado,,,913427,,AUS1 - AUTOMOTORES,3314068,,6839321,Programa de Beneficios,,,,'2021-06-16 11:07:11','2020-08-03 19:47:29','2020-08-04 12:56:56',Resuelto,,
200803-000066,,,,Emisión Masivos,Matias Gomez,Llamada entrante,,,Solucionado,,,851214,,AUS1 - AUTOMOTORES,3312282,,6209494,Programa de Beneficios,,,,'2021-06-16 11:07:11','2020-08-03 09:28:59','2020-08-04 08:19:24',Resuelto,,
200803-000061,,,,Supervisores CAC,Virginia Riveiro,Llamada entrante,,,Solucionado,,,910558,,AUS1 - AUTOMOTORES,3312286,,2399032,Programa de Beneficios,,,,'2021-06-16 11:07:11','2020-08-03 09:30:33','2020-08-05 14:24:53',No Procedente,,
200803-001450,,,,Emisión Masivos,Camila Echave,Llamada entrante,,,Solucionado,,,846405,,AUS1 - AUTOMOTORES,3313566,,7946172,Programa de Beneficios,,,,'2021-06-16 11:07:11','2020-08-03 15:55:19','2020-08-04 16:27:21',Resuelto,,
200803-000632,,,,Emisión Masivos,Mariana Sosa,Llamada entrante,,,Solucionado,,,898907,,AUS1 - AUTOMOTORES,3312801,,7492284,Programa de Beneficios,,,'2020-08-03 12:12:23','2021-06-16 11:07:11','2020-08-03 12:12:23','2020-08-05 16:51:05',Resuelto,,
200803-000892,,,,Emisión Masivos,Micaela Rejidor,Llamada entrante,,,Solucionado,,,937300,,AUS1 - AUTOMOTORES,3313057,,5524385,Programa de Beneficios,,,,'2021-06-16 11:07:11','2020-08-03 13:18:47','2020-08-05 16:51:05',Resuelto,,
200803-000633,,,,Emisión Masivos,Lara Moniaci,Llamada entrante,,,Solucionado,,,888621,,AUS1 - AUTOMOTORES,3312804,,2347188,Programa de Beneficios,,,,'2021-06-16 11:07:11','2020-08-03 12:12:40','2020-08-05 14:25:06',Resuelto,,
200803-001724,,,,Emisión Masivos,Carolina Vitcop,Llamada entrante,,,Solucionado,,,924218,,AUS1 - AUTOMOTORES,3313831,,2561860,Programa de Beneficios,,,,'2021-06-16 11:07:11','2020-08-03 17:26:01','2020-08-04 15:40:23',Resuelto,,
200803-001743,,,,Emisión Masivos,Facundo Delorenzo,Llamada entrante,,,Solucionado,,,852314,,AUS1 - AUTOMOTORES,3313834,,5687125,Programa de Beneficios,,,,'2021-06-16 11:07:11','2020-08-03 17:28:08','2020-08-04 15:50:16',Resuelto,,
200801-000050,,,,Emisión Masivos,Jonathan Fredes,Llamada entrante,,,Solucionado,,,733314,,AUS1 - AUTOMOTORES,3312045,,3520546,Programa de Beneficios,,,,'2021-06-16 11:07:11','2020-08-01 13:34:47','2020-08-04 09:18:04',Resuelto,,
200801-000056,,,,Emisión Masivos,Paula Camino,Llamada entrante,,,Solucionado,,,908557,,AUS1 - AUTOMOTORES,3312050,,1335386,Programa de Beneficios,,,,'2021-06-16 11:07:11','2020-08-01 13:41:48','2020-08-04 09:11:13',Resuelto,,
200803-000656,,,,Emisión Masivos,Lara Tazzi,Llamada entrante,,,Solucionado,,,903352,,AUS1 - AUTOMOTORES,3312828,,6502211,Programa de Beneficios,,,,'2021-06-16 11:07:11','2020-08-03 12:18:52','2020-08-05 16:51:05',Resuelto,,
200803-000369,,,,Emisión Masivos,Cecilia Salazar,Llamada entrante,,,Solucionado,,,909385,,AUS1 - AUTOMOTORES,3312573,,4153665,Programa de Beneficios,,,,'2021-06-16 11:07:11','2020-08-03 11:03:44','2020-08-05 15:50:03',Resuelto,,
200803-000661,,,,Emisión Masivos,Lara Moniaci,Llamada entrante,,,Solucionado,,,859072,,AUS1 - AUTOMOTORES,3312829,,1408612,Programa de Beneficios,,,,'2021-06-16 11:07:11','2020-08-03 12:19:06','2020-08-05 18:50:58',Resuelto,,
200803-000957,,,,Emisión Masivos,Candela Ferros,Llamada entrante,,,Solucionado,,,858921,,AUS1 - AUTOMOTORES,3313101,,1362632,Programa de Beneficios,,,,'2021-06-16 11:07:11','2020-08-03 13:31:48','2020-08-04 18:10:05',Resuelto,,
200803-001508,,,,Emisión Masivos,Candela Dileo,Llamada entrante,,,Solucionado,,,726860,,AUS1 - AUTOMOTORES,3313614,,1539821,Programa de Beneficios,,,,'2021-06-16 11:07:11','2020-08-03 16:10:12','2020-08-05 16:51:05',Resuelto,,
200803-001781,,Bonificación,Contactenos Patrimoniales Zurich,Emisión Masivos,Camila Echave,Llamada entrante,,,Solucionado,,,781727,,AUS1 - AUTOMOTORES,3313871,,4384477,Programa de Beneficios,,,'2020-08-05 13:21:03','2021-06-16 11:07:11','2020-08-03 17:43:37','2020-08-06 11:18:58',Resuelto,,
200803-001780,,,,Customer Support,Camila Echave,Llamada entrante,,,Solucionado,,,867314,,AUS1 - AUTOMOTORES,3313873,,4384477,Programa de Beneficios,,,'2020-08-06 16:18:02','2021-06-16 11:07:11','2020-08-03 17:43:40','2020-08-06 16:18:02',Resuelto,,
200803-000394,,,,Emisión Masivos,Andrea Dominguez,Llamada entrante,,,Solucionado,,,849864,,AUS1 - AUTOMOTORES,3312595,,5063540,Programa de Beneficios,,,,'2021-06-16 11:07:11','2020-08-03 11:09:43','2020-08-05 14:20:15',Resuelto,,
200803-000135,,,,Emisión Masivos,Virginia Riveiro,Llamada entrante,,,Solucionado,,,915934,,AUS1 - AUTOMOTORES,3312341,,7943620,Programa de Beneficios,,,,'2021-06-16 11:07:11','2020-08-03 09:51:08','2020-08-04 08:17:42',Resuelto,,
200803-001234,,,,Emisión Masivos,Juan Ignacio Oviedo,Llamada entrante,,,Solucionado,,,917731,,AUS1 - AUTOMOTORES,3313367,,6668651,Programa de Beneficios,,,,'2021-06-16 11:07:11','2020-08-03 14:51:14','2020-08-04 14:33:41',Resuelto,,
200803-001530,,,,Emisión Masivos,Francisco Ize,E-Mail,,,Solucionado,,,859583,,AUS1 - AUTOMOTORES,3313638,,6245647,Programa de Beneficios,,,,'2021-06-16 11:07:11','2020-08-03 16:21:32','2020-08-04 17:03:49',Resuelto,,
200803-000152,,,,Emisión Masivos,Milagros Chiapella,Llamada entrante,,,Solucionado,,,917508,,AUS1 - AUTOMOTORES,3312367,,497968,Programa de Beneficios,,,,'2021-06-16 11:07:11','2020-08-03 09:58:23','2020-08-04 09:21:25',Resuelto,,
200803-001270,,,,Emisión Masivos,Brisa Magalí Diaz,Llamada entrante,,,Solucionado,,,937396,,AUS1 - AUTOMOTORES,3313402,,7861301,Programa de Beneficios,,,,'2021-06-16 11:07:11','2020-08-03 15:02:07','2020-08-05 16:51:05',Resuelto,,
200803-001012,,,,Emisión Masivos,Eliana Espala,Llamada entrante,,,Solucionado,,,782595,,AUS1 - AUTOMOTORES,3313150,,3440763,Programa de Beneficios,,,,'2021-06-16 11:07:11','2020-08-03 13:48:55','2020-08-04 14:42:44',Resuelto,,
