Nº de referencia,Actualizado por,Asunto,Buzón de correo,Cola,Creado por cuenta,Modo de Contacto,UsuarioIntra,Tipo de Incidente,Tipo de estado,Tipo Cobro,Siniestro,Poliza,NroCuenta,ID de producto,ID de incidente,ID de disposición,ID de contacto,ID de categoría,Grupo,FechaEfecto,Fecha de última respuesta,Fecha de última actualización,Fecha de creación,Fecha de cierre,Estado,Cuenta asignada,ID de organización
211027-000789,,,,Oficina Cordoba,Iara Benigno,Llamada entrante,,Pedidos,Solucionado,,374959,1101392,,AUS1 - AUTOMOTORES,3777855,,5155514,Córdoba - SP,Daños Materiales Autos,,,'2023-06-05 11:00:25','2021-10-27 14:45:47','2021-10-27 15:29:54',Resuelto,,
211101-000358,,,,Daños Materiales Autos,Andrea Dominguez,Llamada entrante,,Pedidos,Solucionado,,213268,240189,,AUS1 - AUTOMOTORES,3780956,,5135575,Casa Central - SP,Daños Materiales Autos,,,'2023-06-05 11:00:25','2021-11-01 12:06:31','2021-11-01 12:21:29',Resuelto,,
211101-000375,,,,Daños Materiales Autos,Ignacio Martino,Llamada entrante,,Pedidos,Solucionado,,,1106540,,AUT1 - AUTOMOTORES,3780849,,3604408,Casa Central - SP,Daños Materiales Autos,,,'2023-06-05 11:00:25','2021-11-01 11:27:36','2021-11-01 12:16:18',Resuelto,,
211026-000232,,,,Daños Materiales Autos,Eliana Espala,Llamada entrante,,Reclamo,Solucionado,,,1087032,,AUS1 - AUTOMOTORES,3775989,,3958726,Casa Central - SP,Daños Materiales Autos,,,'2023-06-05 11:00:25','2021-10-26 10:37:47','2021-10-26 10:51:42',Resuelto,,
211101-001061,,,,Emisión Masivos,Maria Zitara,Comercial,,Pedidos,Solucionado,,,,,Seguros Todos,3781504,,717104,Decisión del asegurado,,2021-10-29,,'2022-03-30 11:15:53','2021-11-01 17:11:35','2022-03-30 11:15:53',Resuelto,,
211102-000789,,,,Gerencia Venta Directa,Iara Benigno,Llamada entrante,,Reclamo,Solucionado,,,1080040,,ICO1 - INTEGR.COMERCIO,3782543,,7410434,Recotización - CG,,,,'2022-01-24 15:30:38','2021-11-02 14:39:27','2022-01-24 15:30:38',Resuelto,,
211022-000930,,,,Inspecciones Previas Commercial,Enrique Antorena,Tarea Proactiva sin contacto,,Pedidos,Solucionado,,,1105191,,AUT1 - AUTOMOTORES,3774334,,1327968,Rechazos/Baja de póliza - Autos,,,,'2022-01-21 10:50:33','2021-10-22 18:18:45','2022-01-21 10:50:33',No Procedente,,
211027-000790,,,,Customer Support,Fernando Fiasche,Llamada entrante,,Pedidos,Solucionado,,,723632,,APL1 - AUTOMOTORES PLANES,3777852,,2227573,Modificación datos personales,,,'2022-01-11 18:06:09','2022-01-11 18:06:09','2021-10-27 14:43:34','2022-01-11 18:06:09',No Procedente,,
211025-000118,,,,Emisión Masivos,Nicolas Landa,Telemarketing,,Pedidos,Solucionado,,,1105300,,HOM1 - SEGURO DEL HOGAR,3774620,,6934462,Irregularidad UPF,,,,'2021-12-13 15:36:54','2021-10-25 09:58:28','2021-12-13 15:36:54',Resuelto,,
211103-000588,,INFORMACION IMPORTANTE SEGURO DE HOGAR,Contactenos Patrimoniales Zurich,Emisión Masivos,Florencia Mengelle,Tarea Proactiva sin contacto,,Pedidos,Solucionado,,,1030728,,HOM1 - SEGURO DEL HOGAR,3783559,,8954507,Alta siniestralidad,,,'2021-12-10 13:18:00','2021-12-13 15:13:10','2021-11-03 13:12:00','2021-12-13 15:13:10',Resuelto,,
211102-000337,,,,Emisión Masivos,Nicolas Landa,Comercial,,Pedidos,Solucionado,,,1108118,,HOM1 - SEGURO DEL HOGAR,3782110,,7931134,Irregularidad UPF,,,,'2021-12-09 15:44:57','2021-11-02 11:16:39','2021-12-09 15:44:57',Resuelto,,
