Nº de referencia,Actualizado por,Asunto,Buzón de correo,Cola,Creado por cuenta,Modo de Contacto,UsuarioIntra,Tipo de Incidente,Tipo de estado,Tipo Cobro,Siniestro,Poliza,NroCuenta,ID de producto,ID de incidente,ID de disposición,ID de contacto,ID de categoría,Grupo,FechaEfecto,Fecha de última respuesta,Fecha de última actualización,Fecha de creación,Fecha de cierre,Estado,Cuenta asignada,ID de organización
161216-061580,,Incidente importado desde SAC,,Riesgos Varios Casa Central,Usuario Importador,Telemarketing,,,Solucionado,,,,,HOM1 - SEGURO DEL HOGAR,1214186,,1939945,Denuncia Riesgos Varios,,,,'2021-04-28 13:20:00','2016-12-16 14:50:48','2016-12-16 14:50:48',Resuelto,,
161216-061581,,Incidente importado desde SAC,,Daños Materiales Autos,Usuario Importador,Telemarketing,,,Solucionado,,,,,AUS1 - AUTOMOTORES,1214187,,258103,Denuncia daños materiales,,,,'2021-04-28 13:20:00','2016-12-16 14:50:48','2016-12-16 14:50:48',Resuelto,,
161216-061582,,Incidente importado desde SAC,,Oficina Mendoza,Usuario Importador,Telemarketing,,,Solucionado,,,,,HOM1 - SEGURO DEL HOGAR,1214188,,3985506,Riesgos Varios Mendoza,,,,'2021-04-28 13:20:00','2016-12-16 14:50:49','2016-12-16 14:50:49',Resuelto,,
161216-061585,,Incidente importado desde SAC,,Emisión Masivos,Usuario Importador,Telemarketing,,,Solucionado,,,,,HOM1 - SEGURO DEL HOGAR,1214191,,1861108,Baja de póliza,,,,'2021-04-28 13:20:00','2016-12-16 14:50:50','2016-12-16 14:50:50',Resuelto,,
161216-061586,,Incidente importado desde SAC,,Emisión Masivos,Usuario Importador,Telemarketing,,,Solucionado,,,,,APR1 - AUTOMOTORES,1214192,,7589507,Modificaciones datos del producto,,,,'2021-04-28 13:20:00','2016-12-16 14:50:51','2016-12-16 14:50:51',Resuelto,,
161216-061588,,Incidente importado desde SAC,,Riesgos Varios Casa Central,Usuario Importador,Telemarketing,,,Solucionado,,,,,HOM1 - SEGURO DEL HOGAR,1214194,,4924152,Denuncia Riesgos Varios,,,,'2021-04-28 13:20:00','2016-12-16 14:50:53','2016-12-16 14:50:53',Resuelto,,
161216-061591,,Incidente importado desde SAC,,Emisión Masivos,Usuario Importador,Telemarketing,,,Solucionado,,,,,AUS1 - AUTOMOTORES,1214197,,1359845,4 cuotas con un descuento del 25 %,,,,'2021-04-28 13:20:00','2016-12-16 14:50:53','2016-12-16 14:50:53',Resuelto,,
161216-061592,,Incidente importado desde SAC,,Emisión Masivos,Usuario Importador,Telemarketing,,,Solucionado,,,,,AUS1 - AUTOMOTORES,1214198,,7694105,4 cuotas con un descuento del 15 %,,,,'2021-04-28 13:20:00','2016-12-16 14:50:53','2016-12-16 14:50:53',Resuelto,,
161216-061594,,Incidente importado desde SAC,,Riesgos Varios Casa Central,Usuario Importador,Telemarketing,,,Solucionado,,,,,HOM1 - SEGURO DEL HOGAR,1214200,,3607861,Denuncia Riesgos Varios,,,,'2021-04-28 13:20:00','2016-12-16 14:50:54','2016-12-16 14:50:54',Resuelto,,
161216-061596,,Incidente importado desde SAC,,Inspecciones Autos,Usuario Importador,Telemarketing,,,Solucionado,,,,,AUS1 - AUTOMOTORES,1214202,,7829033,Rechazos/ Reducción de cobertura,,,,'2021-04-28 13:20:00','2016-12-16 14:50:54','2016-12-16 14:50:54',No Procedente,,
161216-061599,,Incidente importado desde SAC,,Telecobranzas,Usuario Importador,Telemarketing,,,Solucionado,,,,,HOM1 - SEGURO DEL HOGAR,1214205,,934287,Sin teléfono/Equivocado,,,,'2021-04-28 13:20:00','2016-12-16 14:50:56','2016-12-16 14:50:56',Atendido,,
161216-061601,,Incidente importado desde SAC,,Emisión Masivos,Usuario Importador,Telemarketing,,,Solucionado,,,,,APR1 - AUTOMOTORES,1214207,,2922038,Modificación datos personales,,,,'2021-04-28 13:20:00','2016-12-16 14:50:56','2016-12-16 14:50:56',Resuelto,,
161216-061602,,Incidente importado desde SAC,,Drive in Centro,Usuario Importador,Telemarketing,,,Solucionado,,,,,APL1 - AUTOMOTORES PLANES,1214208,,3425047,Daños materiales drive In Centro,,,,'2021-04-28 13:20:00','2016-12-16 14:50:56','2016-12-16 14:50:56',Resuelto,,
161216-061606,,Incidente importado desde SAC,,Mailing,Usuario Importador,Carta Documento,,,Solucionado,,,,,AUT1 - AUTOMOTORES,1214212,,1288672,Certificado de cobertura,,,,'2021-04-28 13:20:00','2016-12-16 14:50:57','2016-12-16 14:50:57',Resuelto,,
