Nº de referencia,Actualizado por,Asunto,Buzón de correo,Cola,Creado por cuenta,Modo de Contacto,UsuarioIntra,Tipo de Incidente,Tipo de estado,Tipo Cobro,Siniestro,Poliza,NroCuenta,ID de producto,ID de incidente,ID de disposición,ID de contacto,ID de categoría,Grupo,FechaEfecto,Fecha de última respuesta,Fecha de última actualización,Fecha de creación,Fecha de cierre,Estado,Cuenta asignada,ID de organización
161111-189119,,Incidente importado desde SAC,,Emisión Masivos,Usuario Importador,Telemarketing,,,Solucionado,,,,,AUS1 - AUTOMOTORES,694187,,6935390,Baja de póliza,,,,'2021-04-28 13:20:00','2016-11-11 03:21:39','2016-11-11 03:21:39',Resuelto,,
161111-189121,,Incidente importado desde SAC,,Fleet Services,Usuario Importador,Telemarketing,,,Solucionado,,,,,AUA1 - AUTOMOTORES CARTERA GENERAL,694189,,7213719,Contacto del tercero,,,,'2021-04-28 13:20:00','2016-11-11 03:21:39','2016-11-11 03:21:39',Resuelto,,
161111-189123,,Incidente importado desde SAC,,Telecobranzas,Usuario Importador,Telemarketing,,,Solucionado,,,,,AUS1 - AUTOMOTORES,694191,,2391626,Mensaje,,,,'2021-04-28 13:20:00','2016-11-11 03:21:39','2016-11-11 03:21:39',Atendido,,
161111-189127,,Incidente importado desde SAC,,Mailing,Usuario Importador,Telemarketing,,,Solucionado,,,,,APR1 - AUTOMOTORES,694195,,1855909,Certificado de cobertura,,,,'2021-04-28 13:20:00','2016-11-11 03:21:39','2016-11-11 03:21:39',Resuelto,,
161111-189131,,Incidente importado desde SAC,,Emisión Masivos,Usuario Importador,Telemarketing,,,Solucionado,,,,,AUS1 - AUTOMOTORES,694199,,3132864,No califica,,,,'2021-04-28 13:20:00','2016-11-11 03:21:40','2016-11-11 03:21:40',Resuelto,,
161111-189132,,Incidente importado desde SAC,,Fleet Services,Usuario Importador,Telemarketing,,,Solucionado,,,,,AUT1 - AUTOMOTORES,694200,,1328231,Contacto del tercero,,,,'2021-04-28 13:20:00','2016-11-11 03:21:41','2016-11-11 03:21:41',Resuelto,,
161111-189137,,Incidente importado desde SAC,,Fleet Services,Usuario Importador,Telemarketing,,,Solucionado,,,,,AUA1 - AUTOMOTORES CARTERA GENERAL,694205,,2229446,Contacto del tercero,,,,'2021-04-28 13:20:00','2016-11-11 03:21:41','2016-11-11 03:21:41',Resuelto,,
161111-189145,,Incidente importado desde SAC,,Inspecciones Autos,Usuario Importador,Telemarketing,,,Solucionado,,,,,AUS1 - AUTOMOTORES,694213,,2684901,Inspección por previa DDJJ,,,,'2021-04-28 13:20:00','2016-11-11 03:21:42','2016-11-11 03:21:42',Resuelto,,
161111-189148,,Incidente importado desde SAC,,,Usuario Importador,Telemarketing,,,Solucionado,,,,,AUS1 - AUTOMOTORES,694216,,890115,Cliente para retención,,,,'2021-04-28 13:20:00','2016-11-11 03:21:43','2016-11-11 03:21:43',Atendido,,
161111-189152,,Incidente importado desde SAC,,Emisión Masivos,Usuario Importador,Telemarketing,,,Solucionado,,,,,AUS1 - AUTOMOTORES,694220,,205913,Baja de póliza,,,,'2021-04-28 13:20:00','2016-11-11 03:21:44','2016-11-11 03:21:44',Resuelto,,
161111-189156,,Incidente importado desde SAC,,Emisión Masivos,Usuario Importador,Telemarketing,,,Solucionado,,,,,HOM1 - SEGURO DEL HOGAR,694224,,7793729,Baja de póliza,,,,'2021-04-28 13:20:00','2016-11-11 03:21:44','2016-11-11 03:21:44',Resuelto,,
161111-189158,,Incidente importado desde SAC,,Emisión Masivos,Usuario Importador,Telemarketing,,,Solucionado,,,,,AUS1 - AUTOMOTORES,694226,,5327648,Cambio de productor,,,,'2021-04-28 13:20:00','2016-11-11 03:21:45','2016-11-11 03:21:45',Resuelto,,
161111-189167,,Incidente importado desde SAC,,Oficina Rosario,Usuario Importador,Telemarketing,,,Solucionado,,,,,APL1 - AUTOMOTORES PLANES,694235,,2446296,Daños materiales Rosario,,,,'2021-04-28 13:20:00','2016-11-11 03:21:46','2016-11-11 03:21:46',Resuelto,,
161111-189170,,Incidente importado desde SAC,,,Usuario Importador,Telemarketing,,,Solucionado,,,,,AUS1 - AUTOMOTORES,694238,,5049844,Cliente para retención,,,,'2021-04-28 13:20:00','2016-11-11 03:21:46','2016-11-11 03:21:46',Atendido,,
161111-189174,,Incidente importado desde SAC,,Emisión Masivos,Usuario Importador,Telemarketing,,,Solucionado,,,,,HOM1 - SEGURO DEL HOGAR,694242,,5314399,Propuesta incompleta,,,,'2021-04-28 13:20:00','2016-11-11 03:21:47','2016-11-11 03:21:47',Resuelto,,
161111-189177,,Incidente importado desde SAC,,Emisión Cartera Gral.,Usuario Importador,Telemarketing,,,Solucionado,,,,,AUT1 - AUTOMOTORES,694245,,7765348,Cartera general,,,,'2021-04-28 13:20:00','2016-11-11 03:21:47','2016-11-11 03:21:47',Resuelto,,
161111-189178,,Incidente importado desde SAC,,Robo / Destruccion Total,Usuario Importador,Telemarketing,,,Solucionado,,,,,APR1 - AUTOMOTORES,694246,,2994979,Destrucción Total,,,,'2021-04-28 13:20:00','2016-11-11 03:21:47','2016-11-11 03:21:47',Resuelto,,
161111-189181,,Incidente importado desde SAC,,Lesiones,Usuario Importador,Telemarketing,,,Solucionado,,,,,AUS1 - AUTOMOTORES,694249,,3976816,Denuncia Lesiones,,,,'2021-04-28 13:20:00','2016-11-11 03:21:47','2016-11-11 03:21:47',Resuelto,,
161111-189186,,Incidente importado desde SAC,,Emisión Masivos,Usuario Importador,Telemarketing,,,Solucionado,,,,,AUS1 - AUTOMOTORES,694254,,6993965,Baja de póliza,,,,'2021-04-28 13:20:00','2016-11-11 03:21:48','2016-11-11 03:21:48',Resuelto,,
161111-189189,,Incidente importado desde SAC,,,Usuario Importador,Telemarketing,,,Solucionado,,,,,AUS1 - AUTOMOTORES,694257,,3457977,Cliente para retención,,,,'2021-04-28 13:20:00','2016-11-11 03:21:48','2016-11-11 03:21:48',Atendido,,
161111-189190,,Incidente importado desde SAC,,Emisión Masivos,Usuario Importador,Telemarketing,,,Solucionado,,,,,AUS1 - AUTOMOTORES,694258,,5698618,Modificaciones datos del producto,,,,'2021-04-28 13:20:00','2016-11-11 03:21:48','2016-11-11 03:21:48',Resuelto,,
161111-189193,,Incidente importado desde SAC,,Emisión Masivos,Usuario Importador,Telemarketing,,,Solucionado,,,,,HOM1 - SEGURO DEL HOGAR,694261,,3326696,Baja de póliza,,,,'2021-04-28 13:20:00','2016-11-11 03:21:48','2016-11-11 03:21:48',Resuelto,,
161111-189196,,Incidente importado desde SAC,,Cac,Usuario Importador,Telemarketing,,,Solucionado,,,,,APL1 - AUTOMOTORES PLANES,694264,,475644,Endosos CAC,,,,'2021-04-28 13:20:00','2016-11-11 03:21:52','2016-11-11 03:21:52',Resuelto,,
161111-189203,,Incidente importado desde SAC,,Gerencia Clientes,Usuario Importador,Entes Reguladores,,,Solucionado,,,,,AUI1 - AUTOMOTORES INSTITUCIONES,694271,,3424910,Baja de póliza,,,,'2021-04-28 13:20:00','2016-11-11 03:21:52','2016-11-11 03:21:52',Resuelto,,
161111-189205,,Incidente importado desde SAC,,Emisión Masivos,Usuario Importador,Canal productor,,,Solucionado,,,,,AUS1 - AUTOMOTORES,694273,,1376729,Venta,,,,'2021-04-28 13:20:00','2016-11-11 03:21:53','2016-11-11 03:21:53',Resuelto,,
161111-189213,,Incidente importado desde SAC,,Emisión Masivos,Usuario Importador,Telemarketing,,,Solucionado,,,,,AUS1 - AUTOMOTORES,694281,,4785773,Corrección de propuesta,,,,'2021-04-28 13:20:00','2016-11-11 03:21:54','2016-11-11 03:21:54',Resuelto,,
161111-189220,,Incidente importado desde SAC,,Emisión Masivos,Usuario Importador,Telemarketing,,,Solucionado,,,,,AUS1 - AUTOMOTORES,694288,,1374137,Baja de póliza,,,,'2021-04-28 13:20:00','2016-11-11 03:21:56','2016-11-11 03:21:56',Resuelto,,
161111-189221,,Incidente importado desde SAC,,Cac,Usuario Importador,Telemarketing,,,Solucionado,,,,,AUS1 - AUTOMOTORES,694289,,7750240,Imputación de cobranzas - Automático,,,,'2021-04-28 13:20:00','2016-11-11 03:21:56','2016-11-11 03:21:56',No Procedente,,
161111-189225,,Incidente importado desde SAC,,,Usuario Importador,Telemarketing,,,Solucionado,,,,,AUS1 - AUTOMOTORES,694293,,4440464,Cliente para retención,,,,'2021-04-28 13:20:00','2016-11-11 03:21:56','2016-11-11 03:21:56',Atendido,,
161111-189235,,Incidente importado desde SAC,,Emisión Masivos,Usuario Importador,Carta,,,Solucionado,,,,,APR1 - AUTOMOTORES,694303,,3539384,Inclusión de GNC,,,,'2021-04-28 13:20:00','2016-11-11 03:21:57','2016-11-11 03:21:57',Resuelto,,
161111-189246,,Incidente importado desde SAC,,Mailing,Usuario Importador,Telemarketing,,,Solucionado,,,,,AUI1 - AUTOMOTORES INSTITUCIONES,694314,,3429818,Certificado de cobertura,,,,'2021-04-28 13:20:00','2016-11-11 03:21:58','2016-11-11 03:21:58',Resuelto,,
161111-189249,,Incidente importado desde SAC,,Emisión Masivos,Usuario Importador,Telemarketing,,,Solucionado,,,,,AUS1 - AUTOMOTORES,694317,,1022089,8 cuotas con un descuento del 15 %,,,,'2021-04-28 13:20:00','2016-11-11 03:21:59','2016-11-11 03:21:59',Resuelto,,
161111-189250,,Incidente importado desde SAC,,Emisión Masivos,Usuario Importador,Telemarketing,,,Solucionado,,,,,AUS1 - AUTOMOTORES,694318,,1044563,No califica,,,,'2021-04-28 13:20:00','2016-11-11 03:21:59','2016-11-11 03:21:59',Resuelto,,
161111-189253,,Incidente importado desde SAC,,Emisión Masivos,Usuario Importador,Telemarketing,,,Solucionado,,,,,AUS1 - AUTOMOTORES,694321,,1166477,Inclusión/Exclusión Co-titular,,,,'2021-04-28 13:20:00','2016-11-11 03:21:59','2016-11-11 03:21:59',Resuelto,,
161111-189256,,Incidente importado desde SAC,,Robo / Destruccion Total,Usuario Importador,Telemarketing,,,Solucionado,,,,,APR1 - AUTOMOTORES,694324,,2407090,Robo Total,,,,'2021-04-28 13:20:00','2016-11-11 03:22:00','2016-11-11 03:22:00',Resuelto,,
161111-189264,,Incidente importado desde SAC,,Cac,Usuario Importador,Telemarketing,,,Solucionado,,,,,HOM1 - SEGURO DEL HOGAR,694332,,5595908,Endosos CAC,,,,'2021-04-28 13:20:00','2016-11-11 03:22:01','2016-11-11 03:22:01',Anulado,,
161111-189268,,Incidente importado desde SAC,,Emisión Masivos,Usuario Importador,Telemarketing,,,Solucionado,,,,,APR1 - AUTOMOTORES,694336,,3331182,Inclusión de GNC,,,,'2021-04-28 13:20:00','2016-11-11 03:22:02','2016-11-11 03:22:02',Resuelto,,
161111-189277,,Incidente importado desde SAC,,Fleet Services,Usuario Importador,Telemarketing,,,Solucionado,,,,,AUT1 - AUTOMOTORES,694345,,1332331,Contacto del tercero,,,,'2021-04-28 13:20:00','2016-11-11 03:22:04','2016-11-11 03:22:04',Resuelto,,
161111-189286,,Incidente importado desde SAC,,Drive in La Plata,Usuario Importador,Telemarketing,,,Solucionado,,,,,AUS1 - AUTOMOTORES,694354,,4345858,Daños materiales drive in La Plata,,,,'2021-04-28 13:20:00','2016-11-11 03:22:05','2016-11-11 03:22:05',Resuelto,,
161111-189291,,Incidente importado desde SAC,,,Usuario Importador,Telemarketing,,,Solucionado,,,,,AUS1 - AUTOMOTORES,694359,,3891920,Cliente para retención,,,,'2021-04-28 13:20:00','2016-11-11 03:22:06','2016-11-11 03:22:06',Atendido,,
161111-189306,,Incidente importado desde SAC,,Emisión Masivos,Usuario Importador,Telemarketing,,,Solucionado,,,,,AUS1 - AUTOMOTORES,694374,,810641,Baja de póliza,,,,'2021-04-28 13:20:00','2016-11-11 03:22:08','2016-11-11 03:22:08',Resuelto,,
161111-189307,,Incidente importado desde SAC,,Emisión Masivos,Usuario Importador,Especialistas,,,Solucionado,,,,,AUS1 - AUTOMOTORES,694375,,1930432,Referidos,,,,'2021-04-28 13:20:00','2016-11-11 03:22:08','2016-11-11 03:22:08',Resuelto,,
161111-189308,,Incidente importado desde SAC,,Emisión Masivos,Usuario Importador,Telemarketing,,,Solucionado,,,,,AUS1 - AUTOMOTORES,694376,,2910487,Baja de póliza,,,,'2021-04-28 13:20:00','2016-11-11 03:22:08','2016-11-11 03:22:08',Resuelto,,
