Nº de referencia,Actualizado por,Asunto,Buzón de correo,Cola,Creado por cuenta,Modo de Contacto,UsuarioIntra,Tipo de Incidente,Tipo de estado,Tipo Cobro,Siniestro,Poliza,NroCuenta,ID de producto,ID de incidente,ID de disposición,ID de contacto,ID de categoría,Grupo,FechaEfecto,Fecha de última respuesta,Fecha de última actualización,Fecha de creación,Fecha de cierre,Estado,Cuenta asignada,ID de organización
161111-309123,,Incidente importado desde SAC,,Emisión Masivos,Usuario Importador,Telemarketing,,,Solucionado,,,,,AUS1 - AUTOMOTORES,814189,,1013255,Baja de póliza,,,,'2021-04-28 13:20:00','2016-11-11 07:14:13','2016-11-11 07:14:13',Resuelto,,
161111-309126,,Incidente importado desde SAC,,Emisión Masivos,Usuario Importador,Canal productor,,,Solucionado,,,,,AUS1 - AUTOMOTORES,814192,,1253974,Venta,,,,'2021-04-28 13:20:00','2016-11-11 07:14:13','2016-11-11 07:14:13',Resuelto,,
161111-309128,,Incidente importado desde SAC,,Robo / Destruccion Total,Usuario Importador,Telemarketing,,,Solucionado,,,,,APR1 - AUTOMOTORES,814194,,3419632,Destrucción Total,,,,'2021-04-28 13:20:00','2016-11-11 07:14:13','2016-11-11 07:14:13',Resuelto,,
161111-309129,,Incidente importado desde SAC,,Fleet Services,Usuario Importador,Telemarketing,,,Solucionado,,,,,AUT1 - AUTOMOTORES,814195,,2736204,Contacto del tercero,,,,'2021-04-28 13:20:00','2016-11-11 07:14:14','2016-11-11 07:14:14',Resuelto,,
161111-309132,,Incidente importado desde SAC,,Cobranzas Automático,Usuario Importador,Telemarketing,,,Solucionado,,,,,ATD1 - ROBO/USUAR.T.DEB-CRE,814198,,4085911,No califica,,,,'2021-04-28 13:20:00','2016-11-11 07:14:14','2016-11-11 07:14:14',Resuelto,,
161111-309138,,Incidente importado desde SAC,,Emisión Masivos,Usuario Importador,Telemarketing,,,Solucionado,,,,,AUS1 - AUTOMOTORES,814204,,1340271,Venta,,,,'2021-04-28 13:20:00','2016-11-11 07:14:15','2016-11-11 07:14:15',Resuelto,,
161111-309141,,Incidente importado desde SAC,,Emisión Masivos,Usuario Importador,Telemarketing,,,Solucionado,,,,,AUS1 - AUTOMOTORES,814207,,2557749,Corrección de propuesta,,,,'2021-04-28 13:20:00','2016-11-11 07:14:15','2016-11-11 07:14:15',Resuelto,,
161111-309142,,Incidente importado desde SAC,,Fleet Services,Usuario Importador,Telemarketing,,,Solucionado,,,,,APR1 - AUTOMOTORES,814208,,3060060,Contacto del tercero,,,,'2021-04-28 13:20:00','2016-11-11 07:14:15','2016-11-11 07:14:15',Resuelto,,
161111-309144,,Incidente importado desde SAC,,Cac,Usuario Importador,Telemarketing,,,Solucionado,,,,,APL1 - AUTOMOTORES PLANES,814210,,3775366,Certificado de cobertura,,,,'2021-04-28 13:20:00','2016-11-11 07:14:16','2016-11-11 07:14:16',Resuelto,,
161111-309145,,Incidente importado desde SAC,,Inspecciones Autos,Usuario Importador,Telemarketing,,,Solucionado,,,,,AUS1 - AUTOMOTORES,814211,,4351192,Inspección por previa DDJJ,,,,'2021-04-28 13:20:00','2016-11-11 07:14:16','2016-11-11 07:14:16',Resuelto,,
161111-309147,,Incidente importado desde SAC,,Emisión Masivos,Usuario Importador,Telemarketing,,,Solucionado,,,,,AUS1 - AUTOMOTORES,814213,,4337615,4 cuotas con un descuento del 25 %,,,,'2021-04-28 13:20:00','2016-11-11 07:14:16','2016-11-11 07:14:16',Resuelto,,
161111-309148,,Incidente importado desde SAC,,Pago Telefonico,Usuario Importador,Telemarketing,,,Solucionado,,,,,AUS1 - AUTOMOTORES,814214,,263421,Pago telefónico,,,,'2021-04-28 13:20:00','2016-11-11 07:14:16','2016-11-11 07:14:16',Resuelto,,
