Nº de referencia,Actualizado por,Asunto,Buzón de correo,Cola,Creado por cuenta,Modo de Contacto,UsuarioIntra,Tipo de Incidente,Tipo de estado,Tipo Cobro,Siniestro,Poliza,NroCuenta,ID de producto,ID de incidente,ID de disposición,ID de contacto,ID de categoría,Grupo,FechaEfecto,Fecha de última respuesta,Fecha de última actualización,Fecha de creación,Fecha de cierre,Estado,Cuenta asignada,ID de organización
161111-199120,,Incidente importado desde SAC,,Emisión Masivos,Usuario Importador,Telemarketing,,,Solucionado,,,,,AUS1 - AUTOMOTORES,704188,,1082631,No califica,,,,'2021-04-28 13:20:00','2016-11-11 03:44:10','2016-11-11 03:44:10',Resuelto,,
161111-199138,,Incidente importado desde SAC,,Emisión Masivos,Usuario Importador,Telemarketing,,,Solucionado,,,,,HOM1 - SEGURO DEL HOGAR,704206,,913426,Modificación datos de hogar sin inspección,,,,'2021-04-28 13:20:00','2016-11-11 03:44:11','2016-11-11 03:44:11',Resuelto,,
161111-199142,,Incidente importado desde SAC,,Daños Materiales Autos,Usuario Importador,Telemarketing,,,Solucionado,,,,,AUS1 - AUTOMOTORES,704210,,4910029,Daños materiales Casa Central,,,,'2021-04-28 13:20:00','2016-11-11 03:44:11','2016-11-11 03:44:11',Resuelto,,
161111-199150,,Incidente importado desde SAC,,Cac,Usuario Importador,Telemarketing,,,Solucionado,,,,,APR1 - AUTOMOTORES,704218,,2530825,Ampliación de Cobertura con ddjj,,,,'2021-04-28 13:20:00','2016-11-11 03:44:12','2016-11-11 03:44:12',Resuelto,,
161111-199152,,Incidente importado desde SAC,,Emisión Masivos,Usuario Importador,Telemarketing,,,Solucionado,,,,,AUS1 - AUTOMOTORES,704220,,7339579,4 cuotas con un descuento del 25 %,,,,'2021-04-28 13:20:00','2016-11-11 03:44:12','2016-11-11 03:44:12',Resuelto,,
161111-199156,,Incidente importado desde SAC,,Emisión Masivos,Usuario Importador,Telemarketing,,,Solucionado,,,,,AUS1 - AUTOMOTORES,704224,,2386427,Baja de póliza,,,,'2021-04-28 13:20:00','2016-11-11 03:44:12','2016-11-11 03:44:12',Resuelto,,
161111-199157,,Incidente importado desde SAC,,Telecobranzas,Usuario Importador,Telemarketing,,,Solucionado,,,,,AUS1 - AUTOMOTORES,704225,,7697522,,,,,'2021-04-28 13:20:00','2016-11-11 03:44:12','2016-11-11 03:44:12',Atendido,,
161111-199159,,Incidente importado desde SAC,,Fleet Services,Usuario Importador,Telemarketing,,,Solucionado,,,,,AUT1 - AUTOMOTORES,704227,,1809970,Contacto del tercero,,,,'2021-04-28 13:20:00','2016-11-11 03:44:12','2016-11-11 03:44:12',Resuelto,,
161111-199164,,Incidente importado desde SAC,,Emisión Masivos,Usuario Importador,Telemarketing,,,Solucionado,,,,,AUS1 - AUTOMOTORES,704232,,7583760,Propuesta incompleta,,,,'2021-04-28 13:20:00','2016-11-11 03:44:13','2016-11-11 03:44:13',Resuelto,,
161111-199165,,Incidente importado desde SAC,,Emisión Masivos,Usuario Importador,Telemarketing,,,Solucionado,,,,,AUS1 - AUTOMOTORES,704233,,5463883,Venta,,,,'2021-04-28 13:20:00','2016-11-11 03:44:13','2016-11-11 03:44:13',Resuelto,,
161111-199167,,Incidente importado desde SAC,,,Usuario Importador,Telemarketing,,,Solucionado,,,,,AUS1 - AUTOMOTORES,704235,,6188499,Cliente para retención,,,,'2021-04-28 13:20:00','2016-11-11 03:44:13','2016-11-11 03:44:13',Atendido,,
161111-199169,,Incidente importado desde SAC,,Telecobranzas,Usuario Importador,Telemarketing,,,Solucionado,,,,,AUS1 - AUTOMOTORES,704237,,6219371,Mensaje,,,,'2021-04-28 13:20:00','2016-11-11 03:44:13','2016-11-11 03:44:13',Atendido,,
161111-199172,,Incidente importado desde SAC,,Emisión Masivos,Usuario Importador,Telemarketing,,,Solucionado,,,,,AUS1 - AUTOMOTORES,704240,,424446,Corrección de propuesta,,,,'2021-04-28 13:20:00','2016-11-11 03:44:14','2016-11-11 03:44:14',Resuelto,,
