Nº de referencia,Actualizado por,Asunto,Buzón de correo,Cola,Creado por cuenta,Modo de Contacto,UsuarioIntra,Tipo de Incidente,Tipo de estado,Tipo Cobro,Siniestro,Poliza,NroCuenta,ID de producto,ID de incidente,ID de disposición,ID de contacto,ID de categoría,Grupo,FechaEfecto,Fecha de última respuesta,Fecha de última actualización,Fecha de creación,Fecha de cierre,Estado,Cuenta asignada,ID de organización
180308-001801,,,,Daños Materiales Autos,Maria Parodi,Llamada entrante,,,Solucionado,,14423,118149,,AUS1 - AUTOMOTORES,2027126,,3603865,Daños materiales Casa Central,Daños Materiales Autos,,,'2023-06-05 11:00:25','2018-03-08 18:05:23','2018-03-09 11:49:38',Resuelto,,
180312-002334,,,,Daños Materiales Autos,Luciana Saldaño,Llamada entrante,,,Solucionado,,,309766,,AUS1 - AUTOMOTORES,2031616,,492723,Inspección por siniestros,,,,'2021-04-28 13:20:00','2018-03-12 20:59:05','2018-05-31 14:58:04',Resuelto,,
180313-000224,,,,Oficina Mar del Plata,Jorge Estevez,Comercial,,,Solucionado,,,309883,,HOC1 - SEGURO DEL HOGAR,2031872,,1340266,Siniestro Jet,,,,'2021-04-28 13:20:00','2018-03-13 10:01:38','2018-03-14 11:16:51',Resuelto,,
180313-001262,,,,Oficina Mendoza,Camila Doglia,Llamada entrante,,,Solucionado,,,291037,,AUS1 - AUTOMOTORES,2032896,,4253914,Contacto del tercero,,,,'2021-04-28 13:20:00','2018-03-13 14:35:40','2018-03-16 15:21:33',Resuelto,,
180313-002140,,,,Cac,Micaela Carradori,Llamada entrante,,,Solucionado,,,310680,,AUS1 - AUTOMOTORES,2033664,,6082006,Endosos CAC,,,,'2021-04-28 13:20:00','2018-03-13 18:17:39','2018-03-13 18:17:39',Atendido,,
180314-000082,,,,Pago Telefonico,Cecilia Turco Greco,Llamada entrante,,,Solucionado,,,240840,,HOC1 - SEGURO DEL HOGAR,2033920,,4469532,Pago telefónico,,,,'2021-04-28 13:20:00','2018-03-14 09:19:40','2018-03-15 09:50:22',Resuelto,,
180307-000952,,,,Daños Materiales Autos,Usuario WS,Oficina Virtual,,,Solucionado,,60380,306366,,AUS1 - AUTOMOTORES,2024192,,3401937,Denuncia daños materiales,,,,'2021-04-28 13:20:00','2018-03-07 12:26:54','2018-03-07 12:26:54',Resuelto,,
180307-001221,,,,Daños Materiales Autos,Usuario WS,Oficina Virtual,,,Solucionado,,60418,306483,,AUT1 - AUTOMOTORES,2024448,,3474708,Denuncia daños materiales,,,,'2021-04-28 13:20:00','2018-03-07 13:38:30','2018-03-07 13:38:30',Resuelto,,
180307-001486,,,,Drive in Centro,Iara Benigno,Llamada entrante,,,Solucionado,,60467,306557,,AUS1 - AUTOMOTORES,2024704,Daños materiales drive In Centro,5407674,Daños materiales drive In Centro,,,,'2021-04-28 13:20:00','2018-03-07 15:06:52','2018-03-07 17:43:38',Resuelto,,
180307-002030,,,,Emisión Masivos,Lara Moniaci,Llamada entrante,,,Solucionado,,,163207,,AUS1 - AUTOMOTORES,2025216,,1408762,Decisión del asegurado,,2018-03-07,,'2021-04-28 13:20:00','2018-03-07 17:52:07','2018-03-09 16:33:41',Resuelto,,
180308-000041,,,,Prestadores,Agustina Rivero,Carta,,,Solucionado,,,302173,,HOM1 - SEGURO DEL HOGAR,2025472,,3955675,Reintegro Ibero,,,,'2021-04-28 13:20:00','2018-03-08 08:55:20','2018-03-09 10:24:16',Resuelto,,
180308-000308,,,,Daños Materiales Autos,Mariana Sosa,Llamada entrante,,,Solucionado,,58317,274005,,AUS1 - AUTOMOTORES,2025728,,1922158,Daños materiales Casa Central,,,,'2021-04-28 13:20:00','2018-03-08 10:24:16','2018-03-12 08:54:30',Resuelto,,
180308-000853,,,,Gerencia Venta Directa,Yamila Salom,Comercial,,,Solucionado,,,,,AUS1 - AUTOMOTORES,2026240,,4419123,Excepción comercial altas,,,,'2021-04-28 13:20:00','2018-03-08 12:51:59','2018-03-28 15:39:22',No Procedente,,
180308-001142,,,,Riesgos Varios Casa Central,Usuario WS,Oficina Virtual,,,Solucionado,,60820,307427,,HOC1 - SEGURO DEL HOGAR,2026496,,660916,Denuncia Riesgos Varios,,,,'2021-04-28 13:20:00','2018-03-08 14:27:34','2018-03-08 14:27:34',Resuelto,,
