Nº de referencia,Actualizado por,Asunto,Buzón de correo,Cola,Creado por cuenta,Modo de Contacto,UsuarioIntra,Tipo de Incidente,Tipo de estado,Tipo Cobro,Siniestro,Poliza,NroCuenta,ID de producto,ID de incidente,ID de disposición,ID de contacto,ID de categoría,Grupo,FechaEfecto,Fecha de última respuesta,Fecha de última actualización,Fecha de creación,Fecha de cierre,Estado,Cuenta asignada,ID de organización
180907-001213,,,,Pago Telefonico,Cecilia Turco Greco,Llamada entrante,,,Solucionado,,,388066,,HOM1 - SEGURO DEL HOGAR,2304256,,466674,Pago telefónico,,,,'2021-04-28 13:20:00','2018-09-07 13:50:21','2018-09-10 09:36:57',Resuelto,,
180910-000236,,,,Emisión Masivos,Florencia Mazza,Carta,,,Solucionado,,,289550,,AUS1 - AUTOMOTORES,2305792,,4491858,Siniestros,,2018-07-07,,'2021-04-28 13:20:00','2018-09-10 09:57:04','2018-09-18 11:02:08',Resuelto,,
180910-000786,,,,Riesgos Varios Casa Central,Usuario WS,FDU - Call Center,,,Solucionado,,123332,397519,,HOM1 - SEGURO DEL HOGAR,2306304,,6090869,Denuncia Riesgos Varios,,,,'2021-04-28 13:20:00','2018-09-10 11:50:50','2018-09-10 11:50:50',Resuelto,,
180910-001041,,,,Riesgos Varios Casa Central,Usuario WS,Oficina Virtual,,,Solucionado,,41646,420867,,CON1 - INTEGRAL CONSORCIO,2306560,,7661011,Denuncia Riesgos Varios,,,,'2021-04-28 13:20:00','2018-09-10 12:48:50','2018-09-10 12:48:50',Resuelto,,
180910-001306,,,,Inspecciones Autos,Natalia Parodi,Llamada entrante,,,Solucionado,,,420977,,AUS1 - AUTOMOTORES,2306816,,562502,Desinstalación de dispositivo de rastreo,,,,'2021-04-28 13:20:00','2018-09-10 14:01:43','2018-09-10 14:18:22',Resuelto,,
180911-000525,,,,Daños Materiales Autos,Usuario WS,FDU - Call Center,,,Solucionado,,123792,295752,,APL1 - AUTOMOTORES PLANES,2308352,,8144981,Denuncia daños materiales,,,,'2021-04-28 13:20:00','2018-09-11 10:47:38','2018-09-11 10:47:38',Resuelto,,
180911-000791,,,,Oficina Rosario,Marcela Fiorucci,Carta,,,Solucionado,,,418852,,CON1 - INTEGRAL CONSORCIO,2308608,,1434084,Siniestro Jet,,,,'2021-04-28 13:20:00','2018-09-11 11:42:29','2018-09-11 14:09:53',Resuelto,,
180912-000852,,,,Drive in Lanus,Lara Tazzi,Llamada entrante,,,Solucionado,,,415941,,AUS1 - AUTOMOTORES,2310912,,5084903,Inspección por siniestros,,,,'2021-04-28 13:20:00','2018-09-12 12:07:29','2018-09-12 14:28:15',Resuelto,,
180912-001128,,,,Daños Materiales Autos,Usuario WS,FDU - Call Center,,,Solucionado,,124401,422749,,AUT1 - AUTOMOTORES,2311168,,4570475,Denuncia daños materiales,,,,'2021-04-28 13:20:00','2018-09-12 13:10:09','2018-09-12 13:10:09',Resuelto,,
180912-001951,,Incidente 180912001745,Contactenos Patrimoniales,Gerencia Clientes,,E-Mail,,,Solucionado,,,422987,,AUS1 - AUTOMOTORES,2311936,,5385779,Cambio de compañía,,2018-08-31,'2018-09-14 12:36:35','2021-04-28 13:20:00','2018-09-12 17:01:17','2018-10-01 13:00:57',Resuelto,,
180913-000192,,,,Emisión Masivos,Claudio Romero,E-Mail,,,Solucionado,,,420221,,AUS1 - AUTOMOTORES,2312448,,4932406,Decisión del asegurado,,2018-09-07,,'2021-04-28 13:20:00','2018-09-13 09:40:50','2018-09-13 17:21:21',Resuelto,,
180913-000469,,,,Daños Materiales Autos,Usuario WS,Oficina Virtual,,,Solucionado,,124731,423322,,AUS1 - AUTOMOTORES,2312704,,4684338,Denuncia daños materiales,,,,'2021-04-28 13:20:00','2018-09-13 10:50:53','2018-09-13 10:50:53',Resuelto,,
180913-000748,,,,Daños Materiales Autos,Usuario WS,FDU - Call Center,,,Solucionado,,124789,423405,,AUS1 - AUTOMOTORES,2312960,,7023189,Denuncia daños materiales,,,,'2021-04-28 13:20:00','2018-09-13 11:47:44','2018-09-13 11:47:44',Resuelto,,
180913-001576,,,,Cobranzas Automático,Maria Sol Bacigalupo,Llamada entrante,,,Solucionado,,,423734,,PRI1 - PROTECCION INTEGRAL GENERAL,2313728,,1209624,Reintegro - Automático,,,,'2021-04-28 13:20:00','2018-09-13 15:41:31','2018-09-19 10:30:58',Resuelto,,
180907-001230,,,,Drive in Ciudadela,Matias Gomez,Llamada entrante,,,Solucionado,,122865,144634,,AUS1 - AUTOMOTORES,2304257,,4059218,Daños materiales drive in Ciudadela,,,,'2021-04-28 13:20:00','2018-09-07 13:50:39','2018-09-07 15:46:58',Resuelto,,
180907-001784,,,,Riesgos Varios Casa Central,Usuario WS,FDU - Call Center,,,Solucionado,,122965,420138,,ICQ1 - INTEG.COMERCIO QNECT,2304769,,8073385,Denuncia Riesgos Varios,,,,'2021-04-28 13:20:00','2018-09-07 16:24:57','2018-09-07 16:24:57',Resuelto,,
180908-000089,,,,Drive in Libertador,Sabrina Diaz,Llamada entrante,,,Solucionado,,123079,308819,,AUS1 - AUTOMOTORES,2305281,,7945517,Daños materiales drive in Libertador,,,'2018-09-10 12:23:50','2021-04-28 13:20:00','2018-09-08 11:03:42','2018-09-10 12:23:50',Resuelto,,
