Nº de referencia,Actualizado por,Asunto,Buzón de correo,Cola,Creado por cuenta,Modo de Contacto,UsuarioIntra,Tipo de Incidente,Tipo de estado,Tipo Cobro,Siniestro,Poliza,NroCuenta,ID de producto,ID de incidente,ID de disposición,ID de contacto,ID de categoría,Grupo,FechaEfecto,Fecha de última respuesta,Fecha de última actualización,Fecha de creación,Fecha de cierre,Estado,Cuenta asignada,ID de organización
161111-089117,,Incidente importado desde SAC,,,Usuario Importador,Telemarketing,,,Solucionado,,,,,AUS1 - AUTOMOTORES,594185,,7261530,Cliente para retención,,,,'2021-04-28 13:20:00','2016-11-11 00:37:06','2016-11-11 00:37:06',Atendido,,
161111-089118,,Incidente importado desde SAC,,Telecobranzas,Usuario Importador,Telemarketing,,,Solucionado,,,,,AUS1 - AUTOMOTORES,594186,,3220023,No contesta,,,,'2021-04-28 13:20:00','2016-11-11 00:37:06','2016-11-11 00:37:06',Atendido,,
161111-089121,,Incidente importado desde SAC,,Cobranzas Automático,Usuario Importador,Canal productor,,,Solucionado,,,,,ICO1 - INTEGR.COMERCIO,594189,,2933190,Reintegro - Automático,,,,'2021-04-28 13:20:00','2016-11-11 00:37:06','2016-11-11 00:37:06',Resuelto,,
161111-089123,,Incidente importado desde SAC,,Emisión Masivos,Usuario Importador,Telemarketing,,,Solucionado,,,,,AUS1 - AUTOMOTORES,594191,,2711526,Modificaciones datos del producto,,,,'2021-04-28 13:20:00','2016-11-11 00:37:07','2016-11-11 00:37:07',Resuelto,,
161111-089130,,Incidente importado desde SAC,,Telecobranzas,Usuario Importador,Telemarketing,,,Solucionado,,,,,AUI1 - AUTOMOTORES INSTITUCIONES,594198,,3510859,Mensaje,,,,'2021-04-28 13:20:00','2016-11-11 00:37:08','2016-11-11 00:37:08',Atendido,,
161111-089131,,Incidente importado desde SAC,,Emisión Masivos,Usuario Importador,Telemarketing,,,Solucionado,,,,,HOM1 - SEGURO DEL HOGAR,594199,,4171679,Modificación medio de pago,,,,'2021-04-28 13:20:00','2016-11-11 00:37:08','2016-11-11 00:37:08',Resuelto,,
161111-089135,,Incidente importado desde SAC,,Emisión Masivos,Usuario Importador,Telemarketing,,,Solucionado,,,,,AUS1 - AUTOMOTORES,594203,,3485028,Baja de póliza,,,,'2021-04-28 13:20:00','2016-11-11 00:37:10','2016-11-11 00:37:10',Resuelto,,
161111-089140,,Incidente importado desde SAC,,,Usuario Importador,Telemarketing,,,Solucionado,,,,,AUS1 - AUTOMOTORES,594208,,3896885,Cliente para retención,,,,'2021-04-28 13:20:00','2016-11-11 00:37:10','2016-11-11 00:37:10',Atendido,,
161111-089141,,Incidente importado desde SAC,,Emisión Masivos,Usuario Importador,Carta,,,Solucionado,,,,,AUS1 - AUTOMOTORES,594209,,3370561,Baja de póliza,,,,'2021-04-28 13:20:00','2016-11-11 00:37:10','2016-11-11 00:37:10',Resuelto,,
161111-089142,,Incidente importado desde SAC,,Emisión Masivos,Usuario Importador,Telemarketing,,,Solucionado,,,,,AUS1 - AUTOMOTORES,594210,,802159,Baja de póliza,,,,'2021-04-28 13:20:00','2016-11-11 00:37:10','2016-11-11 00:37:10',Resuelto,,
161111-089143,,Incidente importado desde SAC,,Emisión Masivos,Usuario Importador,Especialistas,,,Solucionado,,,,,AUS1 - AUTOMOTORES,594211,,3291404,Corrección de propuesta,,,,'2021-04-28 13:20:00','2016-11-11 00:37:10','2016-11-11 00:37:10',Resuelto,,
