Nº de referencia,Actualizado por,Asunto,Buzón de correo,Cola,Creado por cuenta,Modo de Contacto,UsuarioIntra,Tipo de Incidente,Tipo de estado,Tipo Cobro,Siniestro,Poliza,NroCuenta,ID de producto,ID de incidente,ID de disposición,ID de contacto,ID de categoría,Grupo,FechaEfecto,Fecha de última respuesta,Fecha de última actualización,Fecha de creación,Fecha de cierre,Estado,Cuenta asignada,ID de organización
210713-000738,,[EXTERNAL] Re: Formulario de Denuncia de Siniestro,Contactenos Patrimoniales Zurich,Riesgos Varios Casa Central,,E-Mail,,Consulta,Solucionado,,,,,Seguros Todos,3687467,,10703544,Contacto Resuelto - Siniestros,Riesgos Varios Casa Central,,,'2023-06-05 11:00:25','2021-07-13 14:16:43','2021-07-13 17:50:54',Atendido,,
210715-000179,,,,Daños Materiales Autos,Lara Tazzi,Llamada entrante,,Pedidos,Solucionado,,357975,959749,,AUS1 - AUTOMOTORES,3689542,,4306850,Casa Central - SP,Daños Materiales Autos,,,'2023-06-05 11:00:25','2021-07-15 10:35:18','2021-07-15 10:56:49',Resuelto,,
210719-000006,,,,Daños Materiales Autos,Andrea Dominguez,Llamada entrante,,Pedidos,Solucionado,,,1072765,,AUS1 - AUTOMOTORES,3691897,,4867445,Casa Central - SP,Daños Materiales Autos,,,'2023-06-05 11:00:25','2021-07-19 08:31:29','2021-07-19 08:44:49',Resuelto,,
210715-000821,,,,Daños Materiales Autos,Fernando Fiasche,Llamada entrante,,Reclamo,Solucionado,,,1059327,,AUS1 - AUTOMOTORES,3690154,,1960343,Casa Central - SP,Daños Materiales Autos,,,'2023-06-05 11:00:25','2021-07-15 15:25:49','2021-07-15 15:37:02',Resuelto,,
210715-000325,,[EXTERNAL] REINTEGRO MERIVA ,Contactenos Patrimoniales Zurich,Gerencia Automotrices,,E-Mail - Cliente,,Pedidos,Solucionado,,,1042218,,AUS1 - AUTOMOTORES,3689684,,7851889,Retroactiva para analizar,,,'2021-07-16 12:27:56','2022-01-11 17:36:06','2021-07-15 11:28:34','2022-01-11 17:36:06',No Procedente,,
210716-000699,,,,Gerencia Automotrices,Silvana Spina,Llamada entrante,,Pedidos,Solucionado,,,904333,,AUS1 - AUTOMOTORES,3691225,,7851889,Venta,,2020-04-01,,'2022-01-11 17:35:37','2021-07-16 14:59:19','2022-01-11 17:35:37',No Procedente,,
210716-000713,,,,Gerencia Automotrices,Silvana Spina,Llamada entrante,,Pedidos,Solucionado,,,1073642,,AUS1 - AUTOMOTORES,3691238,,7851889,Venta,,2019-04-01,,'2022-01-11 17:35:24','2021-07-16 15:02:17','2022-01-11 17:35:24',No Procedente,,
210716-000720,,,,Gerencia Automotrices,Silvana Spina,Llamada entrante,,Pedidos,Solucionado,,,447954,,AUS1 - AUTOMOTORES,3691249,,7851889,Venta,,2018-04-01,,'2022-01-11 17:35:10','2021-07-16 15:05:30','2022-01-11 17:35:10',No Procedente,,
210716-000735,,,,Gerencia Automotrices,Silvana Spina,Llamada entrante,,Pedidos,Solucionado,,,1073646,,AUS1 - AUTOMOTORES,3691257,,7851889,Venta,,2017-04-01,,'2022-01-11 17:34:52','2021-07-16 15:07:44','2022-01-11 17:34:52',No Procedente,,
210716-000740,,,,Gerencia Automotrices,Silvana Spina,Llamada entrante,,Pedidos,Solucionado,,,10145,,AUS1 - AUTOMOTORES,3691263,,7851889,Decisión del asegurado,,,,'2022-01-11 17:34:37','2021-07-16 15:11:29','2022-01-11 17:34:37',No Procedente,,
210712-000549,,Desconocimiento de débito.,Contactenos Patrimoniales Zurich,Customer Support,Sofia Piccolomino,Llamada entrante,,Reclamo,Solucionado,,,,,HOM1 - SEGURO DEL HOGAR,3685791,,5642945,Desconocimiento de débito,,,'2021-09-09 14:24:04','2021-09-09 14:24:04','2021-07-12 12:32:06','2021-09-09 14:24:04',Resuelto,,
