Nº de referencia,Actualizado por,Asunto,Buzón de correo,Cola,Creado por cuenta,Modo de Contacto,UsuarioIntra,Tipo de Incidente,Tipo de estado,Tipo Cobro,Siniestro,Poliza,NroCuenta,ID de producto,ID de incidente,ID de disposición,ID de contacto,ID de categoría,Grupo,FechaEfecto,Fecha de última respuesta,Fecha de última actualización,Fecha de creación,Fecha de cierre,Estado,Cuenta asignada,ID de organización
161216-041548,,Incidente importado desde SAC,,Riesgos Varios Casa Central,Usuario Importador,Telemarketing,,,Solucionado,,,,,HOM1 - SEGURO DEL HOGAR,1194185,,5849910,Denuncia Riesgos Varios,,,,'2021-04-28 13:20:00','2016-12-16 13:21:26','2016-12-16 13:21:26',Resuelto,,
161216-041549,,Incidente importado desde SAC,,Daños Materiales Autos,Usuario Importador,Telemarketing,,,Solucionado,,,,,AUS1 - AUTOMOTORES,1194186,,4484314,Denuncia daños materiales,,,,'2021-04-28 13:20:00','2016-12-16 13:21:26','2016-12-16 13:21:26',Resuelto,,
161216-041550,,Incidente importado desde SAC,,Cac,Usuario Importador,Telemarketing,,,Solucionado,,,,,HOM1 - SEGURO DEL HOGAR,1194187,,632360,Documentación para enviar por fax/email,,,,'2021-04-28 13:20:00','2016-12-16 13:21:26','2016-12-16 13:21:26',Resuelto,,
161216-041552,,Incidente importado desde SAC,,Riesgos Varios Casa Central,Usuario Importador,Telemarketing,,,Solucionado,,,,,HOM1 - SEGURO DEL HOGAR,1194189,,3498601,Denuncia Riesgos Varios,,,,'2021-04-28 13:20:00','2016-12-16 13:21:27','2016-12-16 13:21:27',Resuelto,,
161216-041553,,Incidente importado desde SAC,,Emisión Masivos,Usuario Importador,Especialistas,,,Solucionado,,,,,AUS1 - AUTOMOTORES,1194190,,2735820,Excepción comercial altas,,,,'2021-04-28 13:20:00','2016-12-16 13:21:27','2016-12-16 13:21:27',Resuelto,,
161216-041555,,Incidente importado desde SAC,,Mailing,Usuario Importador,Comercial,,,Solucionado,,,,,TIE2 - TRANSPORTES IMP-EXPO,1194192,,1962695,Certificado de cobertura,,,,'2021-04-28 13:20:00','2016-12-16 13:21:30','2016-12-16 13:21:30',Resuelto,,
161216-041556,,Incidente importado desde SAC,,Inspecciones Autos,Usuario Importador,Telemarketing,,,Solucionado,,,,,AUS1 - AUTOMOTORES,1194193,,3462478,Inspección por previa DDJJ,,,,'2021-04-28 13:20:00','2016-12-16 13:21:30','2016-12-16 13:21:30',Resuelto,,
161216-041557,,Incidente importado desde SAC,,Emisión Masivos,Usuario Importador,Telemarketing,,,Solucionado,,,,,AUS1 - AUTOMOTORES,1194194,,5428277,Modificación datos personales,,,,'2021-04-28 13:20:00','2016-12-16 13:21:30','2016-12-16 13:21:30',Resuelto,,
161216-041558,,Incidente importado desde SAC,,Emisión Masivos,Usuario Importador,Telemarketing,,,Solucionado,,,,,HOM1 - SEGURO DEL HOGAR,1194195,,7457609,Baja de póliza,,,,'2021-04-28 13:20:00','2016-12-16 13:21:30','2016-12-16 13:21:30',Resuelto,,
161216-041559,,Incidente importado desde SAC,,Riesgos Varios Casa Central,Usuario Importador,Telemarketing,,,Solucionado,,,,,HOM1 - SEGURO DEL HOGAR,1194196,,888453,Riesgos Varios Casa Central,,,,'2021-04-28 13:20:00','2016-12-16 13:21:30','2016-12-16 13:21:30',Resuelto,,
161216-041560,,Incidente importado desde SAC,,Cac,Usuario Importador,Telemarketing,,,Solucionado,,,,,AUS1 - AUTOMOTORES,1194197,,5350157,Endosos CAC,,,,'2021-04-28 13:20:00','2016-12-16 13:21:30','2016-12-16 13:21:30',Atendido,,
