Nº de referencia,Actualizado por,Asunto,Buzón de correo,Cola,Creado por cuenta,Modo de Contacto,UsuarioIntra,Tipo de Incidente,Tipo de estado,Tipo Cobro,Siniestro,Poliza,NroCuenta,ID de producto,ID de incidente,ID de disposición,ID de contacto,ID de categoría,Grupo,FechaEfecto,Fecha de última respuesta,Fecha de última actualización,Fecha de creación,Fecha de cierre,Estado,Cuenta asignada,ID de organización
161214-009487,,Incidente importado desde SAC,,Emisión Masivos,Usuario Importador,Carta Documento,,,Solucionado,,,,,AUS1 - AUTOMOTORES,954187,,3259336,Baja de póliza,,,,'2021-04-28 13:20:00','2016-12-14 14:27:13','2016-12-14 14:27:13',Resuelto,,
161214-009488,,Incidente importado desde SAC,,Emisión Masivos,Usuario Importador,Telemarketing,,,Solucionado,,,,,AUS1 - AUTOMOTORES,954188,,3457732,Rechazos/ Reducción de cobertura,,,,'2021-04-28 13:20:00','2016-12-14 14:27:13','2016-12-14 14:27:13',Resuelto,,
161214-009489,,Incidente importado desde SAC,,Cac,Usuario Importador,Telemarketing,,,Solucionado,,,,,HOM1 - SEGURO DEL HOGAR,954189,,1761544,Imputación de cobranzas - Automático,,,,'2021-04-28 13:20:00','2016-12-14 14:27:14','2016-12-14 14:27:14',Resuelto,,
161214-009490,,Incidente importado desde SAC,,Riesgos Varios Casa Central,Usuario Importador,Telemarketing,,,Solucionado,,,,,HOM1 - SEGURO DEL HOGAR,954190,,5934295,Denuncia Riesgos Varios,,,,'2021-04-28 13:20:00','2016-12-14 14:27:14','2016-12-14 14:27:14',Resuelto,,
161214-009492,,Incidente importado desde SAC,,Daños Materiales Autos,Usuario Importador,Telemarketing,,,Solucionado,,,,,AUS1 - AUTOMOTORES,954192,,1288672,Denuncia daños materiales,,,,'2021-04-28 13:20:00','2016-12-14 14:27:17','2016-12-14 14:27:17',Resuelto,,
161214-009494,,Incidente importado desde SAC,,Emisión Masivos,Usuario Importador,Telemarketing,,,Solucionado,,,,,AUS1 - AUTOMOTORES,954194,,4545495,Baja de póliza,,,,'2021-04-28 13:20:00','2016-12-14 14:27:18','2016-12-14 14:27:18',Resuelto,,
161214-009495,,Incidente importado desde SAC,,Riesgos Varios Casa Central,Usuario Importador,Telemarketing,,,Solucionado,,,,,HOM1 - SEGURO DEL HOGAR,954195,,4320892,Riesgos Varios Casa Central,,,,'2021-04-28 13:20:00','2016-12-14 14:27:18','2016-12-14 14:27:18',Resuelto,,
161214-009496,,Incidente importado desde SAC,,Fleet Services,Usuario Importador,Telemarketing,,,Solucionado,,,,,AUT1 - AUTOMOTORES,954196,,1280131,Contacto del tercero,,,,'2021-04-28 13:20:00','2016-12-14 14:27:18','2016-12-14 14:27:18',Resuelto,,
161214-009497,,Incidente importado desde SAC,,Emisión Masivos,Usuario Importador,Carta,,,Solucionado,,,,,AUS1 - AUTOMOTORES,954197,,1410107,Baja de póliza,,,,'2021-04-28 13:20:00','2016-12-14 14:27:18','2016-12-14 14:27:18',Resuelto,,
161214-009498,,Incidente importado desde SAC,,Riesgos Varios Casa Central,Usuario Importador,Telemarketing,,,Solucionado,,,,,HOM1 - SEGURO DEL HOGAR,954198,,5013908,Denuncia Riesgos Varios,,,,'2021-04-28 13:20:00','2016-12-14 14:27:18','2016-12-14 14:27:18',Resuelto,,
161214-009499,,Incidente importado desde SAC,,Fleet Services,Usuario Importador,Telemarketing,,,Solucionado,,,,,AUT1 - AUTOMOTORES,954199,,3635307,Contacto del tercero,,,,'2021-04-28 13:20:00','2016-12-14 14:27:18','2016-12-14 14:27:18',Resuelto,,
161214-009500,,Incidente importado desde SAC,,Daños Materiales Autos,Usuario Importador,Telemarketing,,,Solucionado,,,,,AUS1 - AUTOMOTORES,954200,,7369046,Denuncia daños materiales,,,,'2021-04-28 13:20:00','2016-12-14 14:27:18','2016-12-14 14:27:18',Resuelto,,
161214-009501,,Incidente importado desde SAC,,Fleet Services,Usuario Importador,Telemarketing,,,Solucionado,,,,,AUS1 - AUTOMOTORES,954201,,4502626,Contacto del tercero,,,,'2021-04-28 13:20:00','2016-12-14 14:27:18','2016-12-14 14:27:18',Resuelto,,
161214-009502,,Incidente importado desde SAC,,Pago Telefonico,Usuario Importador,Telemarketing,,,Solucionado,,,,,HOM1 - SEGURO DEL HOGAR,954202,,3440635,Pago telefónico,,,,'2021-04-28 13:20:00','2016-12-14 14:27:18','2016-12-14 14:27:18',Resuelto,,
161214-009504,,Incidente importado desde SAC,,Daños Materiales Autos,Usuario Importador,Telemarketing,,,Solucionado,,,,,AUS1 - AUTOMOTORES,954204,,3853342,Denuncia daños materiales,,,,'2021-04-28 13:20:00','2016-12-14 14:27:19','2016-12-14 14:27:19',Resuelto,,
161214-009506,,Incidente importado desde SAC,,Pago Telefonico,Usuario Importador,Telemarketing,,,Solucionado,,,,,HOM1 - SEGURO DEL HOGAR,954206,,1356257,Pago telefónico,,,,'2021-04-28 13:20:00','2016-12-14 14:27:20','2016-12-14 14:27:20',Resuelto,,
161214-009508,,Incidente importado desde SAC,,Emisión Masivos,Usuario Importador,Telemarketing,,,Solucionado,,,,,AUS1 - AUTOMOTORES,954208,,4844656,Excepción comercial altas,,,,'2021-04-28 13:20:00','2016-12-14 14:27:20','2016-12-14 14:27:20',Resuelto,,
161214-009509,,Incidente importado desde SAC,,Riesgos Varios Casa Central,Usuario Importador,Telemarketing,,,Solucionado,,,,,HOM1 - SEGURO DEL HOGAR,954209,,1853870,Denuncia Riesgos Varios,,,,'2021-04-28 13:20:00','2016-12-14 14:27:20','2016-12-14 14:27:20',Resuelto,,
161214-009510,,Incidente importado desde SAC,,Emisión Masivos,Usuario Importador,Telemarketing,,,Solucionado,,,,,AUS1 - AUTOMOTORES,954210,,3381654,Baja de póliza,,,,'2021-04-28 13:20:00','2016-12-14 14:27:20','2016-12-14 14:27:20',Resuelto,,
161214-009511,,Incidente importado desde SAC,,Fleet Services,Usuario Importador,Telemarketing,,,Solucionado,,,,,AUS1 - AUTOMOTORES,954211,,5506445,Contacto del tercero,,,,'2021-04-28 13:20:00','2016-12-14 14:27:20','2016-12-14 14:27:20',Resuelto,,
161214-009512,,Incidente importado desde SAC,,Emisión Masivos,Usuario Importador,Carta Documento,,,Solucionado,,,,,AUS1 - AUTOMOTORES,954212,,1850706,Baja de póliza,,,,'2021-04-28 13:20:00','2016-12-14 14:27:20','2016-12-14 14:27:20',Resuelto,,
161214-009514,,Incidente importado desde SAC,,Daños Materiales Autos,Usuario Importador,Telemarketing,,,Solucionado,,,,,AUS1 - AUTOMOTORES,954214,,7879450,Denuncia daños materiales,,,,'2021-04-28 13:20:00','2016-12-14 14:27:21','2016-12-14 14:27:21',Resuelto,,
