Nº de referencia,Actualizado por,Asunto,Buzón de correo,Cola,Creado por cuenta,Modo de Contacto,UsuarioIntra,Tipo de Incidente,Tipo de estado,Tipo Cobro,Siniestro,Poliza,NroCuenta,ID de producto,ID de incidente,ID de disposición,ID de contacto,ID de categoría,Grupo,FechaEfecto,Fecha de última respuesta,Fecha de última actualización,Fecha de creación,Fecha de cierre,Estado,Cuenta asignada,ID de organización
170106-014334,,Incidente importado desde SAC,,Emisión Masivos,Usuario Importador,Carta,,,Solucionado,,,,,AUS1 - AUTOMOTORES,1324185,,241663,Baja de póliza,,,,'2021-04-28 13:20:00','2017-01-06 11:43:00','2017-01-06 11:43:00',Resuelto,,
170106-014335,,Incidente importado desde SAC,,,Usuario Importador,Telemarketing,,,Solucionado,,,,,AUS1 - AUTOMOTORES,1324186,,5151588,Cliente para retención,,,,'2021-04-28 13:20:00','2017-01-06 11:43:00','2017-01-06 11:43:00',Atendido,,
170106-014336,,Incidente importado desde SAC,,Daños Materiales Autos,Usuario Importador,Telemarketing,,,Solucionado,,,,,AUS1 - AUTOMOTORES,1324187,,3061173,Denuncia daños materiales,,,,'2021-04-28 13:20:00','2017-01-06 11:43:00','2017-01-06 11:43:00',Resuelto,,
170106-014337,,Incidente importado desde SAC,,Cobranzas Automático,Usuario Importador,Telemarketing,,,Solucionado,,,,,ATD1 - ROBO/USUAR.T.DEB-CRE,1324188,,2053829,No califica,,,,'2021-04-28 13:20:00','2017-01-06 11:43:00','2017-01-06 11:43:00',Resuelto,,
170106-014338,,Incidente importado desde SAC,,Cac,Usuario Importador,Telemarketing,,,Solucionado,,,,,HOM1 - SEGURO DEL HOGAR,1324189,,5331278,Modificación datos personales,,,,'2021-04-28 13:20:00','2017-01-06 11:43:01','2017-01-06 11:43:01',No Procedente,,
170106-014339,,Incidente importado desde SAC,,Emisión Masivos,Usuario Importador,Carta,,,Solucionado,,,,,AUS1 - AUTOMOTORES,1324190,,2452985,Baja de póliza,,,,'2021-04-28 13:20:00','2017-01-06 11:43:01','2017-01-06 11:43:01',Resuelto,,
170106-014340,,Incidente importado desde SAC,,Telecobranzas,Usuario Importador,Telemarketing,,,Solucionado,,,,,AUS1 - AUTOMOTORES,1324191,,5124564,Mensaje,,,,'2021-04-28 13:20:00','2017-01-06 11:43:01','2017-01-06 11:43:01',Atendido,,
170106-014342,,Incidente importado desde SAC,,Telecobranzas,Usuario Importador,Telemarketing,,,Solucionado,,,,,AUS1 - AUTOMOTORES,1324193,,733233,Sin teléfono/Equivocado,,,,'2021-04-28 13:20:00','2017-01-06 11:43:01','2017-01-06 11:43:01',Atendido,,
170106-014343,,Incidente importado desde SAC,,Daños Materiales Autos,Usuario Importador,Telemarketing,,,Solucionado,,,,,AUS1 - AUTOMOTORES,1324194,,4290054,Denuncia daños materiales,,,,'2021-04-28 13:20:00','2017-01-06 11:43:01','2017-01-06 11:43:01',Resuelto,,
170106-014345,,Incidente importado desde SAC,,Drive in La Plata,Usuario Importador,Telemarketing,,,Solucionado,,,,,AUS1 - AUTOMOTORES,1324196,,2126870,Daños materiales drive in La Plata,,,,'2021-04-28 13:20:00','2017-01-06 11:43:01','2017-01-06 11:43:01',Resuelto,,
170106-014346,,Incidente importado desde SAC,,Emisión Masivos,Usuario Importador,Telemarketing,,,Solucionado,,,,,HOM1 - SEGURO DEL HOGAR,1324197,,2535731,Propuesta incompleta,,,,'2021-04-28 13:20:00','2017-01-06 11:43:01','2017-01-06 11:43:01',Resuelto,,
170106-014348,,Incidente importado desde SAC,,Telecobranzas,Usuario Importador,Telemarketing,,,Solucionado,,,,,AUS1 - AUTOMOTORES,1324199,,6554632,Mensaje,,,,'2021-04-28 13:20:00','2017-01-06 11:43:03','2017-01-06 11:43:03',Atendido,,
170106-014349,,Incidente importado desde SAC,,Daños Materiales Autos,Usuario Importador,Telemarketing,,,Solucionado,,,,,AUS1 - AUTOMOTORES,1324200,,7742264,Denuncia daños materiales,,,,'2021-04-28 13:20:00','2017-01-06 11:43:04','2017-01-06 11:43:04',Resuelto,,
170106-014350,,Incidente importado desde SAC,,Oficina Rosario,Usuario Importador,Telemarketing,,,Solucionado,,,,,AUS1 - AUTOMOTORES,1324201,,7641788,Daños materiales Rosario,,,,'2021-04-28 13:20:00','2017-01-06 11:43:04','2017-01-06 11:43:04',Resuelto,,
170106-014353,,Incidente importado desde SAC,,Cac,Usuario Importador,Telemarketing,,,Solucionado,,,,,AUS1 - AUTOMOTORES,1324204,,6925630,Endosos CAC,,,,'2021-04-28 13:20:00','2017-01-06 11:43:04','2017-01-06 11:43:04',Atendido,,
170106-014354,,Incidente importado desde SAC,,Emisión Masivos,Usuario Importador,Telemarketing,,,Solucionado,,,,,AUS1 - AUTOMOTORES,1324205,,3853274,Baja de póliza,,,,'2021-04-28 13:20:00','2017-01-06 11:43:04','2017-01-06 11:43:04',Resuelto,,
170106-014355,,Incidente importado desde SAC,,Riesgos Varios Casa Central,Usuario Importador,Telemarketing,,,Solucionado,,,,,HOM1 - SEGURO DEL HOGAR,1324206,,3445361,Riesgos Varios Casa Central,,,,'2021-04-28 13:20:00','2017-01-06 11:43:04','2017-01-06 11:43:04',Resuelto,,
170106-014357,,Incidente importado desde SAC,,Gerencia Clientes,Usuario Importador,Telemarketing,,,Solucionado,,,,,AUS1 - AUTOMOTORES,1324208,,6827474,Instalación de dispositivo de rastreo,,,,'2021-04-28 13:20:00','2017-01-06 11:43:04','2017-01-06 11:43:04',No Procedente,,
170106-014361,,Incidente importado desde SAC,,Daños Materiales Autos,Usuario Importador,Telemarketing,,,Solucionado,,,,,AUS1 - AUTOMOTORES,1324212,,2482423,Denuncia daños materiales,,,,'2021-04-28 13:20:00','2017-01-06 11:43:06','2017-01-06 11:43:06',Resuelto,,
170106-014362,,Incidente importado desde SAC,,Riesgos Varios Casa Central,Usuario Importador,Telemarketing,,,Solucionado,,,,,HOM1 - SEGURO DEL HOGAR,1324213,,5748864,Denuncia Riesgos Varios,,,,'2021-04-28 13:20:00','2017-01-06 11:43:06','2017-01-06 11:43:06',Resuelto,,
