Nº de referencia,Actualizado por,Asunto,Buzón de correo,Cola,Creado por cuenta,Modo de Contacto,UsuarioIntra,Tipo de Incidente,Tipo de estado,Tipo Cobro,Siniestro,Poliza,NroCuenta,ID de producto,ID de incidente,ID de disposición,ID de contacto,ID de categoría,Grupo,FechaEfecto,Fecha de última respuesta,Fecha de última actualización,Fecha de creación,Fecha de cierre,Estado,Cuenta asignada,ID de organización
161111-009128,,Incidente importado desde SAC,,Emisión Masivos,Usuario Importador,Carta,,,Solucionado,,,,,AUS1 - AUTOMOTORES,514196,,279521,Baja de póliza,,,,'2021-04-28 13:20:00','2016-11-10 22:18:09','2016-11-10 22:18:09',Resuelto,,
161111-009139,,Incidente importado desde SAC,,Daños Materiales Interior Sur,Usuario Importador,Telemarketing,,,Solucionado,,,,,AUS1 - AUTOMOTORES,514207,,1202864,Daños materiales Interior Sur,,,,'2021-04-28 13:20:00','2016-11-10 22:18:11','2016-11-10 22:18:11',Resuelto,,
161111-009144,,Incidente importado desde SAC,,Cobranzas Automático,Usuario Importador,Comercial,,,Solucionado,,,,,ATD1 - ROBO/USUAR.T.DEB-CRE,514212,,3337823,No califica,,,,'2021-04-28 13:20:00','2016-11-10 22:18:13','2016-11-10 22:18:13',Resuelto,,
161111-009149,,Incidente importado desde SAC,,Emisión Masivos,Usuario Importador,Telemarketing,,,Solucionado,,,,,AUS1 - AUTOMOTORES,514217,,3291394,4 cuotas con un descuento del 25 %,,,,'2021-04-28 13:20:00','2016-11-10 22:18:13','2016-11-10 22:18:13',Resuelto,,
161111-009151,,Incidente importado desde SAC,,Gerencia Clientes,Usuario Importador,Telemarketing,,,Solucionado,,,,,EGE1 - EXT.GARANTIA ELECTRO,514219,,4939724,Certificado de cobertura,,,,'2021-04-28 13:20:00','2016-11-10 22:18:14','2016-11-10 22:18:14',Resuelto,,
161111-009154,,Incidente importado desde SAC,,Lesiones,Usuario Importador,Telemarketing,,,Solucionado,,,,,AUS1 - AUTOMOTORES,514222,,4011227,Tercero lesionado,,,,'2021-04-28 13:20:00','2016-11-10 22:18:15','2016-11-10 22:18:15',Resuelto,,
161111-009161,,Incidente importado desde SAC,,Emisión Masivos,Usuario Importador,Telemarketing,,,Solucionado,,,,,AUS1 - AUTOMOTORES,514229,,5456024,Venta,,,,'2021-04-28 13:20:00','2016-11-10 22:18:15','2016-11-10 22:18:15',Resuelto,,
161111-009166,,Incidente importado desde SAC,,Oficina Mendoza,Usuario Importador,Telemarketing,,,Solucionado,,,,,APR1 - AUTOMOTORES,514234,,2031689,Daños materiales Mendoza,,,,'2021-04-28 13:20:00','2016-11-10 22:18:18','2016-11-10 22:18:18',Resuelto,,
161111-009170,,Incidente importado desde SAC,,,Usuario Importador,Telemarketing,,,Solucionado,,,,,AUS1 - AUTOMOTORES,514238,,3384950,Cliente para retención,,,,'2021-04-28 13:20:00','2016-11-10 22:18:18','2016-11-10 22:18:18',Atendido,,
161111-009173,,Incidente importado desde SAC,,,Usuario Importador,Telemarketing,,,Solucionado,,,,,AUS1 - AUTOMOTORES,514241,,3514483,Cliente para retención,,,,'2021-04-28 13:20:00','2016-11-10 22:18:19','2016-11-10 22:18:19',Atendido,,
161111-009174,,Incidente importado desde SAC,,Telecobranzas,Usuario Importador,Telemarketing,,,Solucionado,,,,,HOM1 - SEGURO DEL HOGAR,514242,,3397670,Mensaje,,,,'2021-04-28 13:20:00','2016-11-10 22:18:19','2016-11-10 22:18:19',Atendido,,
