Nº de referencia,Actualizado por,Asunto,Buzón de correo,Cola,Creado por cuenta,Modo de Contacto,UsuarioIntra,Tipo de Incidente,Tipo de estado,Tipo Cobro,Siniestro,Poliza,NroCuenta,ID de producto,ID de incidente,ID de disposición,ID de contacto,ID de categoría,Grupo,FechaEfecto,Fecha de última respuesta,Fecha de última actualización,Fecha de creación,Fecha de cierre,Estado,Cuenta asignada,ID de organización
161110-017755,,Incidente importado desde SAC,,Emisión Masivos,Usuario Importador,Telemarketing,,,Solucionado,,,,,AUS1 - AUTOMOTORES,334191,,4481221,4 cuotas con un descuento del 25 %,,,,'2021-04-28 13:20:00','2016-11-10 15:08:29','2016-11-10 15:08:29',Resuelto,,
161110-017757,,Incidente importado desde SAC,,Emisión Masivos,Usuario Importador,Canal productor,,,Solucionado,,,,,AUS1 - AUTOMOTORES,334193,,6717249,Venta,,,,'2021-04-28 13:20:00','2016-11-10 15:08:29','2016-11-10 15:08:29',Resuelto,,
161110-017761,,Incidente importado desde SAC,,Inspecciones Autos,Usuario Importador,Telemarketing,,,Solucionado,,,,,AUS1 - AUTOMOTORES,334197,,3463772,Inspección por previa DDJJ,,,,'2021-04-28 13:20:00','2016-11-10 15:08:29','2016-11-10 15:08:29',Resuelto,,
161110-017763,,Incidente importado desde SAC,,,Usuario Importador,Telemarketing,,,Solucionado,,,,,AUS1 - AUTOMOTORES,334199,,7602841,Cliente para retención,,,,'2021-04-28 13:20:00','2016-11-10 15:08:30','2016-11-10 15:08:30',Atendido,,
161110-017764,,Incidente importado desde SAC,,Juicios / mediaciones daños,Usuario Importador,Telemarketing,,,Solucionado,,,,,APR1 - AUTOMOTORES,334200,,6112911,Lesiones,,,,'2021-04-28 13:20:00','2016-11-10 15:08:30','2016-11-10 15:08:30',Resuelto,,
161110-017766,,Incidente importado desde SAC,,Emisión Masivos,Usuario Importador,Carta,,,Solucionado,,,,,AUS1 - AUTOMOTORES,334202,,558091,Baja de póliza,,,,'2021-04-28 13:20:00','2016-11-10 15:08:30','2016-11-10 15:08:30',Resuelto,,
161110-017769,,Incidente importado desde SAC,,Inspecciones Autos,Usuario Importador,Telemarketing,,,Solucionado,,,,,AUS1 - AUTOMOTORES,334205,,4868344,Instalación de dispositivo de rastreo,,,,'2021-04-28 13:20:00','2016-11-10 15:08:31','2016-11-10 15:08:31',Resuelto,,
161110-017773,,Incidente importado desde SAC,,Emisión Masivos,Usuario Importador,Telemarketing,,,Solucionado,,,,,AUS1 - AUTOMOTORES,334209,,3411978,4 cuotas con un descuento del 25 %,,,,'2021-04-28 13:20:00','2016-11-10 15:08:31','2016-11-10 15:08:31',Resuelto,,
161110-017774,,Incidente importado desde SAC,,Inspecciones Autos,Usuario Importador,Telemarketing,,,Solucionado,,,,,AUS1 - AUTOMOTORES,334210,,6063261,Rechazos/ Reducción de cobertura,,,,'2021-04-28 13:20:00','2016-11-10 15:08:32','2016-11-10 15:08:32',No Procedente,,
161110-017785,,Incidente importado desde SAC,,Oficina Rosario,Usuario Importador,Telemarketing,,,Solucionado,,,,,AUS1 - AUTOMOTORES,334222,,953018,Inspección por siniestros,,,,'2021-04-28 13:20:00','2016-11-10 15:08:33','2016-11-10 15:08:33',Resuelto,,
161110-017790,,Incidente importado desde SAC,,,Usuario Importador,Telemarketing,,,Solucionado,,,,,AUS1 - AUTOMOTORES,334227,,5467577,Cliente para retención,,,,'2021-04-28 13:20:00','2016-11-10 15:08:34','2016-11-10 15:08:34',Atendido,,
161110-017796,,Incidente importado desde SAC,,Oficina Rosario,Usuario Importador,Telemarketing,,,Solucionado,,,,,AUS1 - AUTOMOTORES,334233,,7041108,Daños materiales Rosario,,,,'2021-04-28 13:20:00','2016-11-10 15:08:35','2016-11-10 15:08:35',Resuelto,,
161110-017798,,Incidente importado desde SAC,,Emisión Masivos,Usuario Importador,Comercial,,,Solucionado,,,,,HOM1 - SEGURO DEL HOGAR,334235,,7432366,,,,,'2021-04-28 13:20:00','2016-11-10 15:08:35','2016-11-10 15:08:35',Resuelto,,
161110-017804,,Incidente importado desde SAC,,Emisión Cartera Gral.,Usuario Importador,Telemarketing,,,Solucionado,,,,,AUA1 - AUTOMOTORES CARTERA GENERAL,334241,,2760247,Cartera general,,,,'2021-04-28 13:20:00','2016-11-10 15:08:36','2016-11-10 15:08:36',Resuelto,,
161110-017808,,Incidente importado desde SAC,,Emisión Masivos,Usuario Importador,Comercial,,,Solucionado,,,,,AUI1 - AUTOMOTORES INSTITUCIONES,334245,,1836252,No califica,,,,'2021-04-28 13:20:00','2016-11-10 15:08:38','2016-11-10 15:08:38',Resuelto,,
161110-017814,,Incidente importado desde SAC,,Emisión Masivos,Usuario Importador,Telemarketing,,,Solucionado,,,,,AUS1 - AUTOMOTORES,334251,,5714453,Bonificación,,,,'2021-04-28 13:20:00','2016-11-10 15:08:40','2016-11-10 15:08:40',Resuelto,,
161110-017824,,Incidente importado desde SAC,,Emisión Masivos,Usuario Importador,Telemarketing,,,Solucionado,,,,,HOM1 - SEGURO DEL HOGAR,334260,,1313852,Baja de póliza,,,,'2021-04-28 13:20:00','2016-11-10 15:08:41','2016-11-10 15:08:41',Resuelto,,
161110-017830,,Incidente importado desde SAC,,Mailing,Usuario Importador,Telemarketing,,,Solucionado,,,,,HOM1 - SEGURO DEL HOGAR,334266,,3659730,Certificado de cobertura,,,,'2021-04-28 13:20:00','2016-11-10 15:08:43','2016-11-10 15:08:43',No Procedente,,
161110-017835,,Incidente importado desde SAC,,Cobranzas Automático,Usuario Importador,Telemarketing,,,Solucionado,,,,,HOM1 - SEGURO DEL HOGAR,334271,,6581025,Reintegro - Automático,,,,'2021-04-28 13:20:00','2016-11-10 15:08:43','2016-11-10 15:08:43',Resuelto,,
