Nº de referencia,Actualizado por,Asunto,Buzón de correo,Cola,Creado por cuenta,Modo de Contacto,UsuarioIntra,Tipo de Incidente,Tipo de estado,Tipo Cobro,Siniestro,Poliza,NroCuenta,ID de producto,ID de incidente,ID de disposición,ID de contacto,ID de categoría,Grupo,FechaEfecto,Fecha de última respuesta,Fecha de última actualización,Fecha de creación,Fecha de cierre,Estado,Cuenta asignada,ID de organización
191010-000091,,,,Daños Materiales Autos,Milagros Chiapella,Llamada entrante,,,Solucionado,,154933,401699,,APL1 - AUTOMOTORES PLANES,2914009,,8098684,Casa Central - SP,Daños Materiales Autos,,,'2023-06-05 11:00:25','2019-10-10 09:11:02','2019-10-10 10:06:55',Resuelto,,
191003-001875,,documentacion,Contactenos Patrimoniales,Mailing,Andrea Sotnik,Llamada entrante,,,Solucionado,,,226497,,APR1 - AUTOMOTORES,2905088,,8120160,Copia de denuncia de siniestro,,,'2019-10-03 18:10:03','2021-04-28 13:20:00','2019-10-03 18:10:03','2019-10-03 18:10:03',Resuelto,,
191004-000612,,Tarjeta de Circulacion,,Mailing,Usuario WS,Llamada entrante,,,Solucionado,,,574354,,AUS1 - AUTOMOTORES,2905856,,4602416,Certificado Mercosur/tarjeta de circulación,,,'2019-10-04 11:43:27','2021-04-28 13:20:00','2019-10-04 11:43:27','2019-10-04 11:43:27',Resuelto,,
191004-001158,,,,Mailing,Milagros Vita,Llamada entrante,,,Solucionado,,,122060,,APR1 - AUTOMOTORES,2906368,,7937863,Copia de póliza,,,,'2021-04-28 13:20:00','2019-10-04 14:44:52','2019-10-07 09:48:28',Resuelto,,
191004-001703,,Cert. de Incorporación,,Mailing,Usuario WS,Llamada entrante,,,Solucionado,,,753694,,AUS1 - AUTOMOTORES,2906880,,2048203,Copia de póliza,,,'2019-10-04 17:38:00','2021-04-28 13:20:00','2019-10-04 17:38:00','2019-10-04 17:38:00',Resuelto,,
191004-001958,,,,Riesgos Varios Casa Central,Usuario WS,FDU - Call Center,,,Solucionado,,248402,753802,,HOM1 - SEGURO DEL HOGAR,2907136,,7860186,Denuncia Riesgos Varios,,,,'2021-04-28 13:20:00','2019-10-04 22:04:10','2019-10-04 22:04:10',Resuelto,,
191005-000252,,,,Daños Materiales Autos,Usuario WS,FDU - Call Center,,,Solucionado,,61798,753920,,AUS1 - AUTOMOTORES,2907392,,6811099,Denuncia daños materiales,,,,'2021-04-28 13:20:00','2019-10-05 18:50:41','2019-10-05 18:50:41',Resuelto,,
191007-000080,,,,Emisión Masivos,Gabriela Miranda,Canal productor,,,Solucionado,,,754047,,AUS1 - AUTOMOTORES,2907648,,6136279,Decisión del asegurado,,2019-10-03,,'2021-04-28 13:20:00','2019-10-07 09:12:26','2019-10-07 09:12:26',Resuelto,,
191007-000590,,,,Telecobranzas,Verónica Tamburro,Llamada entrante,,,Solucionado,,,,,AUS1 - AUTOMOTORES,2908160,,7106609,Cliente a contactar - Telecobranzas,,,,'2021-04-28 13:20:00','2019-10-07 11:28:58','2019-10-07 11:28:58',Resuelto,,
191007-000891,,,,Daños Materiales Autos,Usuario WS,FDU - Oficinas del Interior,,,Solucionado,,178553,753095,,AUT1 - AUTOMOTORES,2908416,,8154219,Denuncia daños materiales,,,,'2021-04-28 13:20:00','2019-10-07 12:33:54','2019-10-07 12:33:54',Resuelto,,
191007-001412,,,,Drive in Centro,Facundo Delorenzo,Llamada entrante,,,Solucionado,,,691914,,AUS1 - AUTOMOTORES,2908928,,1998939,Drive in Centro,,,'2019-10-07 15:29:14','2021-04-28 13:20:00','2019-10-07 14:55:40','2019-10-07 15:29:14',Resuelto,,
