Nº de referencia,Actualizado por,Asunto,Buzón de correo,Cola,Creado por cuenta,Modo de Contacto,UsuarioIntra,Tipo de Incidente,Tipo de estado,Tipo Cobro,Siniestro,Poliza,NroCuenta,ID de producto,ID de incidente,ID de disposición,ID de contacto,ID de categoría,Grupo,FechaEfecto,Fecha de última respuesta,Fecha de última actualización,Fecha de creación,Fecha de cierre,Estado,Cuenta asignada,ID de organización
161111-389143,,Incidente importado desde SAC,,Oficina Rosario,Usuario Importador,Telemarketing,,,Solucionado,,,,,AUS1 - AUTOMOTORES,894185,,3160911,Daños materiales Rosario,,,,'2021-04-28 13:20:00','2016-11-11 09:48:15','2016-11-11 09:48:15',Resuelto,,
161111-389145,,Incidente importado desde SAC,,Inspecciones Autos,Usuario Importador,Telemarketing,,,Solucionado,,,,,AUS1 - AUTOMOTORES,894187,,4375432,Instalación de dispositivo de rastreo,,,,'2021-04-28 13:20:00','2016-11-11 09:48:16','2016-11-11 09:48:16',Resuelto,,
161111-389147,,Incidente importado desde SAC,,Inspecciones Autos,Usuario Importador,Telemarketing,,,Solucionado,,,,,AUS1 - AUTOMOTORES,894189,,1434780,Instalación de dispositivo de rastreo,,,,'2021-04-28 13:20:00','2016-11-11 09:48:16','2016-11-11 09:48:16',Resuelto,,
161111-389149,,Incidente importado desde SAC,,Daños Materiales Autos,Usuario Importador,Telemarketing,,,Solucionado,,,,,AUS1 - AUTOMOTORES,894191,,4050139,Daños materiales Casa Central,,,,'2021-04-28 13:20:00','2016-11-11 09:48:16','2016-11-11 09:48:16',Resuelto,,
161111-389151,,Incidente importado desde SAC,,Emisión Masivos,Usuario Importador,Telemarketing,,,Solucionado,,,,,AUS1 - AUTOMOTORES,894193,,468909,Venta,,,,'2021-04-28 13:20:00','2016-11-11 09:48:16','2016-11-11 09:48:16',Resuelto,,
161111-389154,,Incidente importado desde SAC,,Emisión Masivos,Usuario Importador,Canal productor,,,Solucionado,,,,,HOM1 - SEGURO DEL HOGAR,894196,,4587025,No califica,,,,'2021-04-28 13:20:00','2016-11-11 09:48:18','2016-11-11 09:48:18',Resuelto,,
161111-389160,,Incidente importado desde SAC,,,Usuario Importador,Telemarketing,,,Solucionado,,,,,AUS1 - AUTOMOTORES,894202,,889803,Cliente para retención,,,,'2021-04-28 13:20:00','2016-11-11 09:48:19','2016-11-11 09:48:19',Atendido,,
161111-389161,,Incidente importado desde SAC,,Pago Telefonico,Usuario Importador,Telemarketing,,,Solucionado,,,,,AUS1 - AUTOMOTORES,894203,,3394158,Pago telefónico,,,,'2021-04-28 13:20:00','2016-11-11 09:48:19','2016-11-11 09:48:19',Resuelto,,
161111-389162,,Incidente importado desde SAC,,Oficina Rosario,Usuario Importador,Telemarketing,,,Solucionado,,,,,APR1 - AUTOMOTORES,894204,,3477836,Daños materiales Rosario,,,,'2021-04-28 13:20:00','2016-11-11 09:48:20','2016-11-11 09:48:20',Resuelto,,
161111-389163,,Incidente importado desde SAC,,,Usuario Importador,Telemarketing,,,Solucionado,,,,,AUS1 - AUTOMOTORES,894205,,7206183,Cliente para retención,,,,'2021-04-28 13:20:00','2016-11-11 09:48:21','2016-11-11 09:48:21',Atendido,,
161111-389164,,Incidente importado desde SAC,,Emisión Masivos,Usuario Importador,Especialistas,,,Solucionado,,,,,AUS1 - AUTOMOTORES,894206,,4919707,Venta,,,,'2021-04-28 13:20:00','2016-11-11 09:48:21','2016-11-11 09:48:21',Resuelto,,
161111-389165,,Incidente importado desde SAC,,Emisión Masivos,Usuario Importador,Telemarketing,,,Solucionado,,,,,AUS1 - AUTOMOTORES,894207,,5093770,4 cuotas con un descuento del 25 %,,,,'2021-04-28 13:20:00','2016-11-11 09:48:21','2016-11-11 09:48:21',Resuelto,,
161111-389168,,Incidente importado desde SAC,,Telecobranzas,Usuario Importador,Telemarketing,,,Solucionado,,,,,AUS1 - AUTOMOTORES,894210,,3599178,No pago,,,,'2021-04-28 13:20:00','2016-11-11 09:48:21','2016-11-11 09:48:21',Atendido,,
161111-389170,,Incidente importado desde SAC,,Emisión Masivos,Usuario Importador,Telemarketing,,,Solucionado,,,,,AUS1 - AUTOMOTORES,894212,,506662,Rechazos/ Reducción de cobertura,,,,'2021-04-28 13:20:00','2016-11-11 09:48:21','2016-11-11 09:48:21',Resuelto,,
