Nº de referencia,Actualizado por,Asunto,Buzón de correo,Cola,Creado por cuenta,Modo de Contacto,UsuarioIntra,Tipo de Incidente,Tipo de estado,Tipo Cobro,Siniestro,Poliza,NroCuenta,ID de producto,ID de incidente,ID de disposición,ID de contacto,ID de categoría,Grupo,FechaEfecto,Fecha de última respuesta,Fecha de última actualización,Fecha de creación,Fecha de cierre,Estado,Cuenta asignada,ID de organización
161110-167785,,Incidente importado desde SAC,,Cerrito- CIS,Usuario Importador,Carta Documento,,,Solucionado,,,,,AUF1 - AUTOS FADEEAC,484191,,7369046,Certificado de cobertura,,,,'2021-04-28 13:20:00','2016-11-10 21:22:01','2016-11-10 21:22:01',Resuelto,,
161110-167805,,Incidente importado desde SAC,,Telecobranzas,Usuario Importador,Telemarketing,,,Solucionado,,,,,AUS1 - AUTOMOTORES,484211,,5134369,Sin teléfono/Equivocado,,,,'2021-04-28 13:20:00','2016-11-10 21:22:04','2016-11-10 21:22:04',Atendido,,
161110-167808,,Incidente importado desde SAC,,Cobranzas Automático,Usuario Importador,Canal productor,,,Solucionado,,,,,AUS1 - AUTOMOTORES,484214,,1889972,Reintegro - Automático,,,,'2021-04-28 13:20:00','2016-11-10 21:22:04','2016-11-10 21:22:04',Resuelto,,
161110-167816,,Incidente importado desde SAC,,Inspecciones Autos,Usuario Importador,Telemarketing,,,Solucionado,,,,,AUS1 - AUTOMOTORES,484222,,4531939,Rechazos/ Reducción de cobertura,,,,'2021-04-28 13:20:00','2016-11-10 21:22:06','2016-11-10 21:22:06',No Procedente,,
161110-167817,,Incidente importado desde SAC,,Robo / Destruccion Total,Usuario Importador,Telemarketing,,,Solucionado,,,,,AUS1 - AUTOMOTORES,484223,,3223406,Denuncia de robo aparecido,,,,'2021-04-28 13:20:00','2016-11-10 21:22:06','2016-11-10 21:22:06',Resuelto,,
161110-167819,,Incidente importado desde SAC,,Emisión Masivos,Usuario Importador,Especialistas,,,Solucionado,,,,,AUS1 - AUTOMOTORES,484225,,1340687,Ampliación de Cobertura con inspección,,,,'2021-04-28 13:20:00','2016-11-10 21:22:06','2016-11-10 21:22:06',Resuelto,,
161110-167820,,Incidente importado desde SAC,,Emisión Masivos,Usuario Importador,Comercial,,,Solucionado,,,,,AUI1 - AUTOMOTORES INSTITUCIONES,484226,,5825039,Cláusulas de Subrogación,,,,'2021-04-28 13:20:00','2016-11-10 21:22:06','2016-11-10 21:22:06',Resuelto,,
161110-167822,,Incidente importado desde SAC,,Telemarketing,Usuario Importador,Telemarketing,,,Solucionado,,,,,AUS1 - AUTOMOTORES,484228,,3564802,,,,,'2021-04-28 13:20:00','2016-11-10 21:22:07','2016-11-10 21:22:07',Atendido,,
161110-167831,,Incidente importado desde SAC,,Emisión Masivos,Usuario Importador,Telemarketing,,,Solucionado,,,,,AUS1 - AUTOMOTORES,484237,,1166261,Baja de póliza,,,,'2021-04-28 13:20:00','2016-11-10 21:22:08','2016-11-10 21:22:08',Resuelto,,
161110-167848,,Incidente importado desde SAC,,Emisión Masivos,Usuario Importador,Telemarketing,,,Solucionado,,,,,AUS1 - AUTOMOTORES,484254,,4186508,Baja de póliza,,,,'2021-04-28 13:20:00','2016-11-10 21:22:10','2016-11-10 21:22:10',Resuelto,,
161110-167851,,Incidente importado desde SAC,,Emisión Masivos,Usuario Importador,Comercial,,,Solucionado,,,,,AUS1 - AUTOMOTORES,484257,,3359369,Facturación,,,,'2021-04-28 13:20:00','2016-11-10 21:22:10','2016-11-10 21:22:10',Resuelto,,
161110-167861,,Incidente importado desde SAC,,Prestadores,Usuario Importador,Telemarketing,,,Solucionado,,,,,AUS1 - AUTOMOTORES,484267,,2094288,Reintegro SOS,,,,'2021-04-28 13:20:00','2016-11-10 21:22:12','2016-11-10 21:22:12',No Procedente,,
161110-167863,,Incidente importado desde SAC,,Emisión Masivos,Usuario Importador,Telemarketing,,,Solucionado,,,,,AUS1 - AUTOMOTORES,484269,,1407254,No califica,,,,'2021-04-28 13:20:00','2016-11-10 21:22:12','2016-11-10 21:22:12',Resuelto,,
161110-167869,,Incidente importado desde SAC,,,Usuario Importador,Telemarketing,,,Solucionado,,,,,AUS1 - AUTOMOTORES,484275,,1340840,Cliente para retención,,,,'2021-04-28 13:20:00','2016-11-10 21:22:15','2016-11-10 21:22:15',Atendido,,
161110-167871,,Incidente importado desde SAC,,Emisión Masivos,Usuario Importador,Telemarketing,,,Solucionado,,,,,AUS1 - AUTOMOTORES,484277,,6494482,No califica,,,,'2021-04-28 13:20:00','2016-11-10 21:22:15','2016-11-10 21:22:15',Resuelto,,
161110-167874,,Incidente importado desde SAC,,Emisión Masivos,Usuario Importador,Telemarketing,,,Solucionado,,,,,AUS1 - AUTOMOTORES,484280,,2846186,4 cuotas con un descuento del 25 %,,,,'2021-04-28 13:20:00','2016-11-10 21:22:16','2016-11-10 21:22:16',Resuelto,,
161110-167875,,Incidente importado desde SAC,,Emisión Masivos,Usuario Importador,Comercial,,,Solucionado,,,,,AUS1 - AUTOMOTORES,484281,,5019315,Cambio de campaña,,,,'2021-04-28 13:20:00','2016-11-10 21:22:16','2016-11-10 21:22:16',Resuelto,,
161110-167877,,Incidente importado desde SAC,,Gerencia Clientes,Usuario Importador,Telemarketing,,,Solucionado,,,,,APR1 - AUTOMOTORES,484283,,6323283,Certificado de cobertura,,,,'2021-04-28 13:20:00','2016-11-10 21:22:17','2016-11-10 21:22:17',Resuelto,,
